Date, Elevation, RC Elevation
2017-11-26, 1496.56, 1462.43
2017-11-27, 1494.03, 1460.04
2017-11-28, 1491.68, 1457.62
2017-11-29, 1488.61, 1455.14
2017-11-30, 1484.37, 1452.60
2017-12-01, 1478.41, 1450.00
2017-12-02, 1472.02, 1450.00
2017-12-03, 1464.54, 1450.00
2017-12-04, 1457.61, 1450.00
2017-12-05, 1452.58, 1450.00
2017-12-06, 1450.29, 1450.00
2017-12-07, 1450.46, 1450.00
2017-12-08, 1450.16, 1450.00
2017-12-09, 1449.46, 1450.00
2017-12-10, 1448.56, 1450.00
2017-12-11, 1444.77, 1450.00
