Date, Hydropower
2017-11-25, 2629.18
2017-11-26, 2612.09
2017-11-27, 2609.77
2017-11-28, 2595.95
2017-11-29, 2560.55
2017-11-30, 2503.60
2017-12-01, 2435.19
2017-12-02, 2358.85
2017-12-03, 2294.06
2017-12-04, 2111.71
2017-12-05, 1088.49
2017-12-06, 640.85
2017-12-07, 1745.63
2017-12-08, 675.89
2017-12-09, 2218.77
2017-12-10, 2182.91
