2009-09-12,0.000
2009-09-13,0.000
2009-09-14,0.002
2009-09-15,0.000
2009-09-16,0.000
2009-09-17,0.000
2009-09-18,0.315
2009-09-19,0.006
2009-09-20,0.020
2009-09-21,0.000
2009-09-22,0.000
2009-09-23,0.000
2009-09-24,0.000
2009-09-25,0.032
2009-09-26,0.408
2009-09-27,0.039
2009-09-28,0.071
2009-09-29,2.739
2009-09-30,0.247
2009-10-01,0.004
2009-10-02,4.550
2009-10-03,0.425
2009-10-04,0.156
2009-10-05,0.096
2009-10-06,0.002
2009-10-07,0.000
2009-10-08,0.000
2009-10-09,0.000
2009-10-10,0.000
2009-10-11,0.000
2009-10-12,0.000
2009-10-13,0.002
2009-10-14,0.437
2009-10-15,0.008
2009-10-16,0.000
2009-10-17,0.000
2009-10-18,0.055
2009-10-19,0.074
2009-10-20,0.050
2009-10-21,0.001
2009-10-22,0.000
2009-10-23,0.000
2009-10-24,0.000
2009-10-25,0.000
2009-10-26,0.000
2009-10-27,0.180
2009-10-28,0.003
2009-10-29,0.000
2009-10-30,0.149
2009-10-31,3.035
2009-11-01,0.538
2009-11-02,0.698
2009-11-03,0.017
2009-11-04,0.000
2009-11-05,0.000
2009-11-06,0.054
2009-11-07,0.040
2009-11-08,0.605
2009-11-09,0.077
2009-11-10,2.450
2009-11-11,0.539
2009-11-12,0.062
2009-11-13,2.527
2009-11-14,0.439
2009-11-15,0.007
2009-11-16,0.190
2009-11-17,0.868
2009-11-18,0.064
2009-11-19,0.053
2009-11-20,22.490
2009-11-21,16.839
2009-11-22,3.915
2009-11-23,0.934
2009-11-24,0.652
2009-11-25,0.011
2009-11-26,0.000
2009-11-27,0.000
2009-11-28,0.156
2009-11-29,0.003
2009-11-30,3.826
2009-12-01,0.628
2009-12-02,4.513
2009-12-03,0.240
2009-12-04,0.072
2009-12-05,1.115
2009-12-06,2.398
2009-12-07,0.047
2009-12-08,0.176
2009-12-09,0.191
2009-12-10,0.026
2009-12-11,0.398
2009-12-12,6.460
2009-12-13,1.646
2009-12-14,0.794
2009-12-15,0.204
2009-12-16,0.003
2009-12-17,0.669
2009-12-18,0.067
2009-12-19,0.386
2009-12-20,1.151
2009-12-21,1.595
2009-12-22,0.047
2009-12-23,0.000
2009-12-24,0.000
2009-12-25,0.149
2009-12-26,0.052
2009-12-27,0.063
2009-12-28,1.338
2009-12-29,0.024
2009-12-30,0.018
2009-12-31,0.756
