date,maximum,minimum,average
2017-01-01,10.112,0.910,3.248
2017-01-02,12.972,0.209,3.342
2017-01-03,10.005,0.261,3.205
2017-01-04,11.479,0.481,3.350
2017-01-05,10.834,0.345,2.651
2017-01-06,10.522,0.195,2.977
2017-01-07,4.941,0.240,1.863
2017-01-08,6.195,0.520,2.668
2017-01-09,4.963,0.427,2.552
2017-01-10,5.763,0.464,2.114
2017-01-11,8.265,0.479,2.579
2017-01-12,5.486,0.536,3.007
2017-01-13,6.619,0.929,2.806
2017-01-14,10.706,0.267,3.085
2017-01-15,4.663,0.511,2.523
2017-01-16,5.158,0.399,2.881
2017-01-17,8.935,0.146,3.148
2017-01-18,9.844,0.890,3.682
2017-01-19,6.354,0.328,2.853
2017-01-20,6.661,0.289,3.222
2017-01-21,5.152,0.786,2.934
2017-01-22,7.962,0.557,3.046
2017-01-23,7.062,0.648,2.649
2017-01-24,4.433,0.833,2.190
2017-01-25,8.013,0.422,2.377
2017-01-26,7.711,0.758,2.936
2017-01-27,8.261,0.992,3.699
2017-01-28,7.688,0.827,3.856
2017-01-29,9.828,1.054,3.757
2017-01-30,8.639,0.583,3.891
2017-01-31,5.305,0.681,2.768
2017-02-01,7.386,0.695,2.942
2017-02-02,13.298,0.584,3.191
2017-02-03,10.095,0.442,2.959
2017-02-04,7.933,0.556,2.602
2017-02-05,10.199,0.375,3.480
2017-02-06,7.953,0.163,2.410
2017-02-07,5.958,0.114,2.154
2017-02-08,9.953,0.149,2.448
2017-02-09,7.028,0.313,2.631
2017-02-10,5.683,0.341,2.348
2017-02-11,4.284,0.334,2.083
2017-02-12,3.536,0.201,1.408
2017-02-13,6.588,0.157,2.623
2017-02-14,7.874,0.327,2.495
2017-02-15,13.865,0.071,3.451
2017-02-16,7.334,0.345,2.736
2017-02-17,5.231,0.199,2.400
2017-02-18,8.740,0.187,2.701
2017-02-19,8.737,0.286,2.573
2017-02-20,5.973,0.192,2.292
2017-02-21,6.567,0.117,2.258
2017-02-22,7.525,0.513,2.841
2017-02-23,8.024,0.260,2.766
2017-02-24,6.137,0.240,2.469
2017-02-25,6.533,0.117,1.998
2017-02-26,5.581,0.423,2.528
2017-02-27,5.621,0.190,2.143
2017-02-28,17.454,0.051,3.581
2017-03-01,12.168,0.310,3.456
2017-03-02,11.547,0.794,3.224
2017-03-03,10.563,0.180,2.691
2017-03-04,10.036,0.219,2.897
2017-03-05,7.577,0.232,2.677
2017-03-06,4.683,0.300,1.873
2017-03-07,8.519,0.280,2.492
2017-03-08,11.851,0.061,2.496
2017-03-09,4.609,0.063,1.825
2017-03-10,5.563,0.242,2.294
2017-03-11,8.568,0.262,2.060
2017-03-12,7.402,0.184,2.103
2017-03-13,8.943,0.088,1.955
2017-03-14,8.642,0.052,1.920
2017-03-15,5.311,0.228,2.075
2017-03-16,10.021,0.188,1.982
2017-03-17,11.166,0.069,2.370
2017-03-18,7.273,0.390,1.786
2017-03-19,4.357,0.162,1.314
2017-03-20,12.385,0.129,1.945
2017-03-21,3.946,0.214,1.477
