date,maximum,minimum,average
2017-01-01,0.464,0.014,0.148
2017-01-02,0.518,0.010,0.155
2017-01-03,1.010,0.003,0.225
2017-01-04,0.429,0.013,0.125
2017-01-05,0.569,0.001,0.161
2017-01-06,0.314,0.003,0.086
2017-01-07,0.448,0.007,0.130
2017-01-08,0.278,0.007,0.088
2017-01-09,0.535,0.002,0.132
2017-01-10,0.918,0.004,0.195
2017-01-11,0.338,0.018,0.103
2017-01-12,0.536,0.010,0.155
2017-01-13,0.705,0.007,0.215
2017-01-14,1.366,0.013,0.334
2017-01-15,1.147,0.001,0.234
2017-01-16,0.601,0.007,0.161
2017-01-17,0.311,0.005,0.118
2017-01-18,0.731,0.004,0.150
2017-01-19,0.509,0.020,0.161
2017-01-20,1.008,0.019,0.255
2017-01-21,0.422,0.007,0.157
2017-01-22,0.348,0.006,0.177
2017-01-23,0.539,0.015,0.191
2017-01-24,1.314,0.014,0.262
2017-01-25,3.982,0.011,0.459
2017-01-26,0.961,0.010,0.188
2017-01-27,3.476,0.004,0.500
2017-01-28,0.780,0.004,0.225
2017-01-29,1.404,0.003,0.288
2017-01-30,0.636,0.001,0.184
2017-01-31,0.498,0.000,0.198
2017-02-01,0.946,0.003,0.218
2017-02-02,0.617,0.001,0.179
2017-02-03,0.430,0.006,0.140
2017-02-04,0.992,0.001,0.220
2017-02-05,1.920,0.001,0.234
2017-02-06,0.954,0.002,0.167
2017-02-07,0.485,0.001,0.153
2017-02-08,1.055,0.004,0.209
2017-02-09,1.699,0.022,0.402
2017-02-10,1.002,0.008,0.230
2017-02-11,0.947,0.007,0.314
2017-02-12,0.422,0.004,0.138
2017-02-13,0.621,0.003,0.206
2017-02-14,0.440,0.019,0.175
2017-02-15,0.436,0.019,0.177
2017-02-16,1.854,0.055,0.303
2017-02-17,1.227,0.021,0.235
2017-02-18,0.748,0.002,0.217
2017-02-19,1.038,0.027,0.290
2017-02-20,0.601,0.011,0.256
2017-02-21,1.771,0.000,0.400
2017-02-22,0.504,0.004,0.205
2017-02-23,1.018,0.000,0.244
2017-02-24,0.517,0.006,0.223
2017-02-25,0.922,0.032,0.232
2017-02-26,3.686,0.023,0.688
2017-02-27,2.745,0.023,0.577
2017-02-28,1.379,0.042,0.466
2017-03-01,1.677,0.009,0.525
2017-03-02,1.316,0.025,0.340
2017-03-03,2.689,0.050,0.380
2017-03-04,1.154,0.059,0.404
2017-03-05,0.738,0.047,0.218
2017-03-06,1.337,0.001,0.383
2017-03-07,1.203,0.019,0.461
2017-03-08,1.797,0.002,0.415
2017-03-09,2.007,0.013,0.520
2017-03-10,6.186,0.023,0.807
2017-03-11,1.951,0.057,0.633
2017-03-12,3.218,0.109,0.740
2017-03-13,2.239,0.102,0.504
2017-03-14,5.245,0.158,0.988
2017-03-15,1.505,0.058,0.590
2017-03-16,1.875,0.047,0.487
2017-03-17,1.413,0.031,0.600
2017-03-18,3.319,0.120,0.684
2017-03-19,1.870,0.028,0.641
2017-03-20,1.769,0.067,0.638
2017-03-21,1.439,0.083,0.495
2017-03-22,1.924,0.074,0.647
2017-03-23,1.418,0.060,0.602
2017-03-24,1.671,0.063,0.623
2017-03-25,1.038,0.112,0.370
2017-03-26,1.635,0.083,0.448
2017-03-27,1.525,0.043,0.667
2017-03-28,3.832,0.137,0.741
2017-03-29,2.475,0.046,0.783
2017-03-30,2.601,0.111,0.687
2017-03-31,3.047,0.089,0.881
2017-04-01,2.151,0.187,0.888
2017-04-02,2.458,0.040,0.532
2017-04-03,2.440,0.054,0.645
2017-04-04,3.652,0.109,0.977
2017-04-05,2.828,0.099,0.764
2017-04-06,1.360,0.278,0.666
2017-04-07,2.290,0.231,0.768
2017-04-08,1.306,0.127,0.614
2017-04-09,2.276,0.303,0.819
2017-04-10,2.456,0.183,0.826
2017-04-11,2.122,0.121,1.041
2017-04-12,1.992,0.175,0.777
2017-04-13,2.349,0.162,0.997
2017-04-14,3.599,0.155,1.150
2017-04-15,2.391,0.083,0.648
2017-04-16,4.129,0.221,0.927
2017-04-17,3.249,0.169,1.069
2017-04-18,1.996,0.268,0.853
2017-04-19,3.245,0.163,0.936
2017-04-20,3.279,0.258,1.128
2017-04-21,1.875,0.252,0.973
2017-04-22,4.638,0.377,1.480
2017-04-23,2.973,0.148,0.909
2017-04-24,2.097,0.102,0.943
2017-04-25,3.670,0.084,1.022
2017-04-26,3.276,0.055,1.175
2017-04-27,2.662,0.180,1.090
2017-04-28,2.772,0.167,1.172
2017-04-29,3.616,0.236,1.195
2017-04-30,6.233,0.055,1.337
2017-05-01,4.191,0.247,1.300
2017-05-02,5.885,0.199,1.346
2017-05-03,4.587,0.355,1.425
2017-05-04,5.798,0.070,1.366
2017-05-05,4.541,0.146,1.068
2017-05-06,8.133,0.083,1.639
2017-05-07,2.676,0.207,1.076
2017-05-08,6.345,0.152,1.526
2017-05-09,4.589,0.197,1.240
2017-05-10,5.619,0.192,1.302
2017-05-11,4.080,0.303,1.254
2017-05-12,3.483,0.447,1.511
2017-05-13,3.575,0.190,1.327
2017-05-14,3.539,0.295,1.161
2017-05-15,2.194,0.133,0.905
2017-05-16,5.747,0.066,1.586
2017-05-17,3.689,0.118,0.991
2017-05-18,3.361,0.199,1.107
2017-05-19,4.292,0.073,1.110
2017-05-20,2.973,0.119,1.142
2017-05-21,3.813,0.374,1.389
2017-05-22,2.451,0.204,1.182
2017-05-23,3.042,0.181,1.588
2017-05-24,4.387,0.056,1.536
2017-05-25,4.950,0.189,1.483
2017-05-26,4.198,0.393,1.247
2017-05-27,3.346,0.522,1.265
2017-05-28,4.132,0.184,1.251
2017-05-29,3.904,0.397,1.393
2017-05-30,2.832,0.181,1.312
2017-05-31,5.071,0.290,1.327
2017-06-01,4.266,0.419,1.384
2017-06-02,2.344,0.219,1.282
2017-06-03,2.513,0.081,1.141
2017-06-04,3.550,0.119,1.169
2017-06-05,2.596,0.222,1.109
2017-06-06,5.297,0.333,1.332
2017-06-07,6.525,0.132,2.012
2017-06-08,3.873,0.248,1.153
2017-06-09,3.711,0.206,1.232
2017-06-10,4.825,0.421,1.372
2017-06-11,3.261,0.289,1.043
2017-06-12,2.090,0.205,0.910
2017-06-13,3.254,0.410,1.336
2017-06-14,4.544,0.130,1.156
2017-06-15,2.863,0.218,0.934
2017-06-16,3.854,0.408,1.191
2017-06-17,5.183,0.150,1.406
2017-06-18,5.255,0.044,1.531
2017-06-19,4.386,0.190,1.174
2017-06-20,5.480,0.281,1.232
2017-06-21,4.685,0.233,1.424
2017-06-22,3.542,0.243,1.257
2017-06-23,3.887,0.017,1.239
2017-06-24,2.012,0.218,0.933
2017-06-25,4.154,0.338,1.495
2017-06-26,3.512,0.201,1.059
2017-06-27,3.573,0.247,1.443
2017-06-28,4.101,0.251,1.467
2017-06-29,4.158,0.171,1.430
2017-06-30,2.882,0.434,1.447
2017-07-01,4.418,0.287,1.129
2017-07-02,7.113,0.313,1.213
2017-07-03,3.002,0.223,1.364
2017-07-04,4.175,0.518,1.889
2017-07-05,4.204,0.199,1.643
