date,maximum,minimum,average
2017-01-01,0.014,0.005,0.007
2017-01-02,0.059,0.004,0.011
2017-01-03,0.292,0.004,0.032
2017-01-04,0.031,0.004,0.009
2017-01-05,0.013,0.004,0.007
2017-01-06,0.010,0.004,0.007
2017-01-07,0.015,0.004,0.007
2017-01-08,0.009,0.004,0.007
2017-01-09,0.009,0.004,0.007
2017-01-10,0.021,0.004,0.009
2017-01-11,0.009,0.004,0.006
2017-01-12,0.013,0.004,0.006
2017-01-13,0.020,0.004,0.009
2017-01-14,0.044,0.004,0.012
2017-01-15,0.012,0.004,0.007
2017-01-16,0.011,0.004,0.006
2017-01-17,0.008,0.004,0.006
2017-01-18,0.043,0.004,0.009
2017-01-19,0.028,0.004,0.008
2017-01-20,0.042,0.004,0.010
2017-01-21,0.010,0.004,0.006
2017-01-22,0.010,0.004,0.006
2017-01-23,0.016,0.004,0.007
2017-01-24,0.050,0.004,0.010
2017-01-25,0.910,0.003,0.064
2017-01-26,0.021,0.003,0.008
2017-01-27,0.070,0.003,0.015
2017-01-28,0.013,0.003,0.007
2017-01-29,0.066,0.003,0.011
2017-01-30,0.011,0.003,0.006
2017-01-31,0.013,0.003,0.007
2017-02-01,0.014,0.003,0.007
2017-02-02,0.010,0.003,0.006
2017-02-03,0.012,0.003,0.006
2017-02-04,0.018,0.003,0.008
2017-02-05,0.095,0.003,0.011
2017-02-06,0.014,0.003,0.006
2017-02-07,0.009,0.003,0.006
2017-02-08,0.018,0.003,0.007
2017-02-09,0.250,0.003,0.024
2017-02-10,0.017,0.003,0.007
2017-02-11,0.020,0.003,0.008
2017-02-12,0.007,0.003,0.005
2017-02-13,0.026,0.003,0.007
2017-02-14,0.008,0.003,0.005
2017-02-15,0.042,0.003,0.008
2017-02-16,0.030,0.004,0.009
2017-02-17,0.013,0.004,0.006
2017-02-18,0.017,0.004,0.007
2017-02-19,0.039,0.004,0.009
2017-02-20,0.013,0.004,0.007
2017-02-21,0.045,0.004,0.009
2017-02-22,0.015,0.003,0.006
2017-02-23,0.013,0.004,0.007
2017-02-24,0.010,0.004,0.006
2017-02-25,0.013,0.004,0.006
2017-02-26,0.115,0.004,0.017
2017-02-27,0.064,0.004,0.013
2017-02-28,0.077,0.003,0.015
2017-03-01,0.037,0.004,0.011
2017-03-02,0.025,0.004,0.008
2017-03-03,0.087,0.003,0.012
2017-03-04,0.247,0.004,0.024
2017-03-05,0.017,0.004,0.006
2017-03-06,0.024,0.003,0.008
2017-03-07,0.018,0.004,0.009
2017-03-08,0.051,0.003,0.010
2017-03-09,0.057,0.003,0.011
2017-03-10,0.181,0.003,0.019
2017-03-11,0.032,0.004,0.012
2017-03-12,0.055,0.005,0.013
2017-03-13,0.145,0.003,0.016
2017-03-14,0.725,0.005,0.055
2017-03-15,0.048,0.004,0.014
2017-03-16,0.037,0.004,0.011
2017-03-17,0.083,0.004,0.015
2017-03-18,0.126,0.003,0.015
2017-03-19,0.047,0.003,0.012
2017-03-20,0.105,0.005,0.016
2017-03-21,0.064,0.005,0.012
2017-03-22,0.089,0.003,0.014
2017-03-23,0.077,0.003,0.016
2017-03-24,0.082,0.003,0.022
2017-03-25,0.062,0.004,0.013
2017-03-26,0.114,0.004,0.017
2017-03-27,0.057,0.004,0.017
2017-03-28,0.312,0.004,0.031
2017-03-29,0.135,0.003,0.021
2017-03-30,0.084,0.004,0.017
2017-03-31,0.111,0.003,0.023
2017-04-01,0.115,0.003,0.021
2017-04-02,0.192,0.004,0.022
2017-04-03,0.176,0.003,0.019
2017-04-04,0.248,0.004,0.031
2017-04-05,0.164,0.005,0.025
2017-04-06,0.145,0.006,0.019
2017-04-07,0.173,0.005,0.022
2017-04-08,0.159,0.005,0.020
2017-04-09,0.130,0.005,0.025
2017-04-10,0.157,0.004,0.024
2017-04-11,0.235,0.004,0.034
2017-04-12,0.229,0.005,0.028
2017-04-13,0.267,0.005,0.032
2017-04-14,0.348,0.005,0.038
2017-04-15,0.308,0.005,0.034
2017-04-16,0.709,0.005,0.055
2017-04-17,0.368,0.005,0.043
2017-04-18,0.374,0.005,0.039
