Basin1,0.360,0.204
Basin2,0.114,0.066
Basin3,0.150,0.089
Basin4,0.138,0.067
Basin5,0.070,0.044
Basin6,0.222,0.140
Basin7,0.130,0.093
Basin8,0.237,0.162
Basin9,0.131,0.088
Basin10,0.086,0.064
Basin11,0.049,0.044
Basin12,0.022,0.015
Basin13,0.085,0.062
Basin14,0.084,0.093
Basin15,0.103,0.086
Basin16,0.042,0.029
Basin17,0.007,0.006
Basin18,0.000,0.000
