Basin1,0.366,0.183
Basin2,0.113,0.074
Basin3,0.146,0.093
Basin4,0.147,0.070
Basin5,0.063,0.049
Basin6,0.219,0.122
Basin7,0.113,0.084
Basin8,0.233,0.148
Basin9,0.100,0.071
Basin10,0.085,0.053
Basin11,0.044,0.030
Basin12,0.031,0.015
Basin13,0.077,0.055
Basin14,0.082,0.069
Basin15,0.094,0.081
Basin16,0.053,0.032
Basin17,0.012,0.005
Basin18,0.000,0.000
