date,average,maximum,minimum,ref2010,ref2015,current
2017-01-01,1.299,2.746,0.051,2.008,1.826,0.338
2017-01-02,2.276,7.692,0.411,4.286,2.705,0.528
2017-01-03,2.357,10.617,0.102,0.868,4.823,0.587
2017-01-04,2.213,8.654,0.047,0.660,8.654,4.714
2017-01-05,1.736,9.085,0.024,1.562,9.085,2.327
2017-01-06,1.818,6.576,0.001,1.337,6.456,1.962
2017-01-07,1.813,5.340,0.169,5.340,1.576,3.070
2017-01-08,2.368,5.657,0.011,1.878,4.427,4.308
2017-01-09,1.667,3.827,0.088,1.522,3.827,1.604
2017-01-10,1.913,6.730,0.153,0.786,3.356,3.115
2017-01-11,1.732,6.433,0.044,1.465,6.433,1.605
2017-01-12,1.548,3.290,0.075,2.179,3.290,1.818
2017-01-13,2.256,7.538,0.053,2.203,2.976,7.538
2017-01-14,2.473,7.407,0.002,0.408,2.079,1.507
2017-01-15,2.089,6.102,0.085,0.336,0.685,6.102
2017-01-16,1.816,4.222,0.619,0.966,2.537,0.619
2017-01-17,3.005,8.672,0.485,4.996,8.672,1.637
2017-01-18,3.056,7.938,0.318,0.805,1.772,7.938
2017-01-19,2.148,3.436,0.408,2.784,2.998,2.665
2017-01-20,2.453,6.976,0.055,1.671,0.533,6.145
2017-01-21,2.737,6.757,0.071,2.017,3.380,4.345
2017-01-22,2.705,7.889,0.665,1.816,2.865,5.613
2017-01-23,1.744,4.356,0.351,0.351,2.011,4.356
2017-01-24,2.046,4.072,0.400,0.400,1.720,2.407
2017-01-25,1.972,6.643,0.144,0.487,1.300,1.267
2017-01-26,2.377,5.019,0.148,0.148,2.934,2.790
2017-01-27,2.345,5.280,0.302,0.302,5.280,4.275
2017-01-28,1.433,3.092,0.000,0.489,1.207,3.092
2017-01-29,2.573,8.548,0.942,1.588,8.548,2.370
2017-01-30,1.617,6.244,0.000,1.041,6.244,3.392
2017-01-31,1.188,4.327,0.000,0.707,2.817,2.081
2017-02-01,2.094,5.583,0.000,0.974,5.495,2.025
2017-02-02,1.045,4.576,0.000,1.858,4.576,0.177
2017-02-03,1.802,5.380,0.138,3.392,3.471,0.420
2017-02-04,1.719,8.170,0.000,0.267,1.827,1.271
2017-02-05,1.511,5.318,0.000,0.351,2.108,5.318
2017-02-06,1.321,5.375,0.000,0.114,5.375,2.040
2017-02-07,1.508,4.612,0.000,1.229,4.612,1.607
2017-02-08,2.147,6.953,0.190,0.461,1.956,4.466
2017-02-09,1.282,2.657,0.265,0.678,1.270,2.059
2017-02-10,1.613,4.253,0.000,0.485,2.427,1.226
2017-02-11,1.505,3.855,0.000,0.715,3.855,1.679
2017-02-12,1.105,2.953,0.000,2.086,1.393,0.384
2017-02-13,1.356,4.009,0.000,4.009,1.632,0.820
2017-02-14,1.068,2.014,0.000,0.571,1.837,2.014
2017-02-15,2.225,6.018,0.000,0.732,2.832,1.306
2017-02-16,1.491,2.855,0.021,1.477,2.855,0.543
