date,average,maximum,minimum,ref2010,ref2015,current
2017-01-01,0.032,0.105,0.000,0.027,0.006,0.000
2017-01-02,0.024,0.096,0.000,0.001,0.000,0.003
2017-01-03,0.120,0.515,0.000,0.005,0.085,0.088
2017-01-04,0.015,0.085,0.000,0.000,0.012,0.015
2017-01-05,0.028,0.212,0.000,0.000,0.017,0.108
2017-01-06,0.009,0.045,0.000,0.000,0.020,0.010
2017-01-07,0.070,0.756,0.000,0.000,0.059,0.015
2017-01-08,0.025,0.162,0.000,0.000,0.162,0.079
2017-01-09,0.097,0.405,0.000,0.031,0.332,0.012
2017-01-10,0.044,0.231,0.000,0.085,0.006,0.019
2017-01-11,0.036,0.223,0.000,0.001,0.000,0.152
2017-01-12,0.036,0.188,0.000,0.000,0.000,0.072
2017-01-13,0.035,0.284,0.000,0.000,0.006,0.001
2017-01-14,0.008,0.056,0.000,0.000,0.020,0.000
2017-01-15,0.024,0.208,0.000,0.030,0.011,0.009
2017-01-16,0.019,0.146,0.000,0.055,0.000,0.013
2017-01-17,0.057,0.293,0.000,0.293,0.028,0.006
2017-01-18,0.040,0.224,0.000,0.088,0.000,0.000
2017-01-19,0.067,0.526,0.000,0.001,0.236,0.009
2017-01-20,2.378,28.002,0.000,0.107,0.023,28.002
2017-01-21,1.026,6.255,0.000,6.255,0.004,5.774
2017-01-22,0.068,0.514,0.000,0.514,0.007,0.093
2017-01-23,0.042,0.158,0.000,0.155,0.000,0.000
2017-01-24,0.040,0.293,0.000,0.022,0.000,0.000
2017-01-25,0.019,0.071,0.000,0.014,0.000,0.000
2017-01-26,0.085,0.548,0.000,0.040,0.191,0.000
2017-01-27,0.041,0.220,0.000,0.046,0.024,0.000
2017-01-28,0.100,0.853,0.000,0.063,0.057,0.006
2017-01-29,0.443,5.030,0.000,0.001,5.030,0.000
2017-01-30,0.231,2.037,0.000,0.000,2.037,0.000
2017-01-31,0.042,0.236,0.000,0.000,0.236,0.000
2017-02-01,0.009,0.040,0.000,0.000,0.009,0.000
2017-02-02,0.054,0.368,0.000,0.170,0.000,0.000
2017-02-03,0.122,1.380,0.000,0.045,0.006,0.000
2017-02-04,0.128,1.035,0.000,0.001,0.174,0.000
2017-02-05,0.080,0.390,0.000,0.000,0.078,0.000
2017-02-06,0.048,0.214,0.000,0.000,0.001,0.000
2017-02-07,0.071,0.370,0.000,0.000,0.117,0.031
2017-02-08,0.054,0.220,0.000,0.000,0.011,0.181
2017-02-09,0.111,1.100,0.000,0.000,0.004,0.098
2017-02-10,0.039,0.136,0.000,0.000,0.112,0.115
2017-02-11,0.041,0.170,0.000,0.000,0.013,0.002
2017-02-12,0.057,0.233,0.000,0.000,0.051,0.000
2017-02-13,0.497,2.662,0.000,0.000,0.005,0.000
2017-02-14,0.613,4.229,0.000,0.001,0.056,0.022
2017-02-15,0.659,3.099,0.000,1.243,1.621,0.010
2017-02-16,0.230,1.290,0.000,1.290,0.957,0.000
2017-02-17,1.724,12.424,0.000,0.562,0.491,0.000
2017-02-18,0.190,1.647,0.000,0.024,0.207,0.000
2017-02-19,0.243,1.399,0.000,0.178,0.170,0.000
2017-02-20,0.489,4.476,0.000,0.084,0.008,0.000
2017-02-21,0.972,8.332,0.000,1.154,0.001,0.000
2017-02-22,0.311,0.890,0.000,0.389,0.041,0.000
2017-02-23,0.209,1.592,0.000,0.048,0.138,0.000
2017-02-24,0.121,0.536,0.000,0.001,0.007,0.000
2017-02-25,0.017,0.092,0.000,0.011,0.004,0.000
2017-02-26,0.428,3.960,0.000,0.161,0.039,0.034
2017-02-27,0.347,2.688,0.000,0.124,0.014,0.149
2017-02-28,0.127,0.570,0.000,0.570,0.000,0.026
