date,average,maximum,minimum,ref2010,ref2015,current
2017-01-01,3.984,20.444,0.000,0.000,0.366,0.109
2017-01-02,2.257,10.556,0.014,0.039,0.014,0.615
2017-01-03,1.802,6.677,0.034,0.765,0.034,0.052
2017-01-04,2.026,8.031,0.009,8.031,0.009,0.021
2017-01-05,1.617,5.440,0.086,5.440,0.437,0.374
2017-01-06,1.888,7.869,0.128,0.469,0.417,0.769
2017-01-07,2.126,6.836,0.280,0.652,0.361,1.181
2017-01-08,1.224,4.646,0.004,0.134,0.129,0.907
2017-01-09,0.849,3.076,0.000,3.076,0.009,2.137
2017-01-10,1.541,7.846,0.000,1.594,0.165,0.749
2017-01-11,1.311,5.980,0.093,0.553,5.980,0.433
2017-01-12,2.108,5.991,0.013,0.558,5.991,0.013
2017-01-13,3.084,7.528,0.034,5.459,3.605,0.034
2017-01-14,2.852,11.013,0.018,11.013,0.408,0.951
2017-01-15,1.801,4.743,0.085,2.996,1.298,1.004
2017-01-16,2.453,10.357,0.007,2.956,4.084,0.325
2017-01-17,1.727,8.357,0.012,0.346,7.539,1.252
2017-01-18,1.608,5.739,0.002,2.984,1.826,1.713
2017-01-19,1.225,5.625,0.001,0.578,0.040,0.096
2017-01-20,0.910,3.207,0.000,0.250,0.042,1.918
2017-01-21,0.471,2.842,0.002,0.026,0.042,0.233
2017-01-22,1.081,4.142,0.002,0.121,0.384,2.238
2017-01-23,2.604,15.129,0.035,2.544,0.229,4.127
2017-01-24,1.635,5.897,0.011,3.532,0.054,3.541
2017-01-25,0.703,3.601,0.018,0.485,0.018,0.740
2017-01-26,3.209,13.844,0.012,0.012,0.012,6.458
2017-01-27,1.923,6.148,0.000,0.281,0.000,3.945
2017-01-28,1.275,6.773,0.000,0.593,0.001,0.942
2017-01-29,1.436,3.984,0.073,3.984,0.375,0.297
2017-01-30,2.899,13.674,0.000,6.294,0.518,1.156
2017-01-31,1.670,8.217,0.000,0.846,1.866,1.092
2017-02-01,2.884,9.385,0.040,9.385,0.595,1.992
