date,maximum,minimum,average
2016-10-02,0.002,0.002,0.002
2016-10-03,0.002,0.002,0.002
2016-10-04,0.002,0.002,0.002
2016-10-05,0.002,0.002,0.002
2016-10-06,0.002,0.002,0.002
2016-10-07,0.002,0.002,0.002
2016-10-08,0.003,0.002,0.002
2016-10-09,0.002,0.002,0.002
2016-10-10,0.003,0.002,0.002
2016-10-11,0.014,0.002,0.003
2016-10-12,0.023,0.002,0.003
2016-10-13,0.022,0.002,0.003
2016-10-14,0.040,0.002,0.005
2016-10-15,0.027,0.002,0.005
2016-10-16,0.019,0.002,0.004
2016-10-17,0.013,0.002,0.003
2016-10-18,0.014,0.002,0.004
2016-10-19,0.024,0.002,0.005
2016-10-20,0.078,0.002,0.009
2016-10-21,0.086,0.002,0.009
2016-10-22,0.071,0.002,0.009
2016-10-23,0.104,0.002,0.011
2016-10-24,0.106,0.002,0.012
2016-10-25,0.088,0.002,0.015
2016-10-26,0.073,0.002,0.014
2016-10-27,0.058,0.002,0.011
2016-10-28,0.047,0.002,0.011
2016-10-29,0.115,0.002,0.017
2016-10-30,0.229,0.002,0.023
2016-10-31,0.199,0.002,0.020
2016-11-01,0.148,0.002,0.019
2016-11-02,0.110,0.002,0.016
2016-11-03,0.202,0.002,0.026
2016-11-04,0.266,0.002,0.031
2016-11-05,0.246,0.002,0.045
2016-11-06,0.615,0.002,0.076
2016-11-07,1.778,0.002,0.182
2016-11-08,2.084,0.002,0.214
2016-11-09,1.920,0.002,0.236
2016-11-10,1.767,0.002,0.285
2016-11-11,1.616,0.002,0.284
2016-11-12,1.510,0.002,0.286
2016-11-13,1.417,0.002,0.294
2016-11-14,1.338,0.002,0.268
2016-11-15,1.290,0.002,0.347
2016-11-16,2.687,0.002,0.462
2016-11-17,2.784,0.002,0.544
2016-11-18,2.704,0.002,0.520
2016-11-19,2.647,0.002,0.504
2016-11-20,2.589,0.002,0.503
2016-11-21,2.536,0.003,0.553
2016-11-22,2.458,0.003,0.541
2016-11-23,2.400,0.004,0.648
2016-11-24,2.361,0.003,0.681
2016-11-25,2.319,0.003,0.703
2016-11-26,2.271,0.003,0.688
2016-11-27,2.350,0.002,0.694
2016-11-28,2.312,0.002,0.757
2016-11-29,2.833,0.004,0.861
2016-11-30,2.765,0.005,0.860
2016-12-01,2.736,0.004,0.871
2016-12-02,2.872,0.004,0.859
2016-12-03,5.151,0.004,0.984
2016-12-04,7.345,0.004,1.194
2016-12-05,9.909,0.004,1.309
2016-12-06,9.832,0.005,1.282
2016-12-07,9.771,0.040,1.276
2016-12-08,9.713,0.034,1.380
2016-12-09,9.618,0.029,1.532
2016-12-10,9.782,0.025,1.824
2016-12-11,9.885,0.023,1.842
2016-12-12,9.825,0.019,1.829
2016-12-13,9.803,0.017,1.922
2016-12-14,9.788,0.014,2.031
2016-12-15,9.868,0.012,2.065
2016-12-16,10.828,0.010,2.223
2016-12-17,10.732,0.009,2.641
2016-12-18,10.570,0.008,3.088
2016-12-19,12.035,0.007,3.273
2016-12-20,12.565,0.006,3.628
2016-12-21,12.529,0.006,3.766
2016-12-22,12.487,0.005,3.690
2016-12-23,12.387,0.005,3.736
2016-12-24,12.844,0.004,3.860
2016-12-25,17.564,0.004,4.095
2016-12-26,22.896,0.004,4.404
2016-12-27,22.795,0.004,4.455
2016-12-28,22.700,0.004,4.936
2016-12-29,22.546,0.027,5.208
2016-12-30,22.396,0.084,5.324
2016-12-31,22.803,0.075,5.444
2017-01-01,22.761,0.067,5.556
2017-01-02,22.719,0.063,5.770
2017-01-03,22.672,0.076,5.799
2017-01-04,22.624,0.120,6.098
2017-01-05,22.576,0.098,6.306
2017-01-06,22.532,0.081,6.288
2017-01-07,22.483,0.069,6.455
2017-01-08,22.405,0.088,7.156
2017-01-09,22.612,0.074,7.379
2017-01-10,22.823,0.062,7.572
2017-01-11,22.783,0.197,7.552
2017-01-12,22.743,0.179,7.889
2017-01-13,22.708,0.397,8.294
2017-01-14,22.652,0.478,8.491
2017-01-15,22.816,0.446,8.978
2017-01-16,25.067,0.397,9.358
2017-01-17,26.076,0.345,9.660
2017-01-18,26.731,0.298,9.705
2017-01-19,26.584,0.262,9.652
2017-01-20,26.351,1.570,9.688
2017-01-21,26.057,2.103,9.873
2017-01-22,25.822,2.153,10.717
2017-01-23,25.560,2.005,10.852
2017-01-24,27.480,1.889,11.087
2017-01-25,28.440,1.794,11.316
2017-01-26,29.088,1.706,11.259
2017-01-27,31.083,1.602,11.333
2017-01-28,30.750,1.455,11.545
2017-01-29,30.457,1.438,11.837
2017-01-30,30.125,2.056,12.135
2017-01-31,29.804,1.899,12.286
2017-02-01,29.409,2.021,12.431
2017-02-02,28.897,3.025,13.070
2017-02-03,33.751,3.599,14.036
2017-02-04,33.945,3.477,14.626
2017-02-05,34.280,3.298,14.837
2017-02-06,36.752,3.114,15.581
2017-02-07,36.483,4.308,16.135
2017-02-08,36.097,4.330,16.286
2017-02-09,35.761,4.147,16.610
2017-02-10,35.298,3.950,16.743
2017-02-11,37.569,3.783,16.976
2017-02-12,37.370,3.567,17.162
2017-02-13,37.427,3.262,17.622
2017-02-14,38.357,2.980,17.554
2017-02-15,39.453,2.746,17.624
2017-02-16,39.361,3.132,17.646
2017-02-17,38.947,3.092,17.690
2017-02-18,38.836,2.966,18.296
2017-02-19,39.009,3.533,18.761
2017-02-20,39.095,3.653,18.949
2017-02-21,43.063,3.814,19.025
2017-02-22,42.767,3.676,19.144
2017-02-23,42.426,4.088,19.480
2017-02-24,42.070,4.318,19.545
2017-02-25,42.972,3.976,19.536
2017-02-26,42.761,3.652,19.728
2017-02-27,44.348,3.317,20.268
2017-02-28,44.741,3.049,20.184
2017-03-01,44.544,2.593,20.054
2017-03-02,44.360,2.813,19.897
2017-03-03,45.818,3.529,20.078
2017-03-04,45.772,4.529,20.146
2017-03-05,45.579,5.355,20.054
2017-03-06,45.297,5.242,19.838
2017-03-07,44.863,5.161,19.793
2017-03-08,44.175,5.010,19.568
2017-03-09,45.218,5.199,19.517
2017-03-10,45.116,4.939,19.319
