Basin1,0.351,0.228
Basin2,0.086,0.041
Basin3,0.123,0.070
Basin4,0.114,0.044
Basin5,0.046,0.019
Basin6,0.192,0.128
Basin7,0.110,0.066
Basin8,0.202,0.128
Basin9,0.086,0.059
Basin10,0.057,0.043
Basin11,0.034,0.023
Basin12,0.017,0.011
Basin13,0.056,0.025
Basin14,0.047,0.017
Basin15,0.052,0.018
Basin16,0.026,0.013
Basin17,0.007,0.003
Basin18,0.000,0.000
