date,average,maximum,minimum,ref2010,ref2015,current
2017-01-01,0.099,0.540,0.000,0.014,0.075,0.038
2017-01-02,0.057,0.517,0.000,0.004,0.002,0.054
2017-01-03,0.150,1.038,0.000,0.050,0.002,0.248
2017-01-04,0.108,1.104,0.000,0.001,0.009,0.066
2017-01-05,0.097,0.937,0.000,0.115,0.000,0.053
2017-01-06,0.103,0.499,0.000,0.499,0.007,0.002
2017-01-07,0.065,0.642,0.000,0.642,0.012,0.055
2017-01-08,0.018,0.178,0.000,0.013,0.178,0.005
2017-01-09,0.030,0.205,0.000,0.011,0.080,0.027
2017-01-10,0.033,0.240,0.000,0.003,0.002,0.020
2017-01-11,0.026,0.123,0.000,0.009,0.123,0.006
2017-01-12,0.103,0.896,0.000,0.013,0.896,0.083
2017-01-13,0.129,0.766,0.000,0.239,0.766,0.023
2017-01-14,0.097,0.420,0.000,0.169,0.156,0.130
2017-01-15,0.166,0.996,0.000,0.996,0.010,0.146
2017-01-16,0.229,1.828,0.000,1.828,0.007,0.356
2017-01-17,0.197,1.268,0.000,0.078,0.008,1.268
2017-01-18,0.089,0.799,0.000,0.064,0.000,0.799
2017-01-19,0.151,1.035,0.000,0.002,0.435,1.035
2017-01-20,0.321,1.898,0.000,0.004,1.898,0.993
2017-01-21,0.320,2.781,0.000,0.046,2.781,0.030
2017-01-22,0.163,1.565,0.000,0.005,0.149,0.000
2017-01-23,0.028,0.117,0.000,0.117,0.017,0.011
2017-01-24,0.334,3.405,0.000,3.405,0.000,0.170
2017-01-25,0.379,3.512,0.000,3.512,0.028,0.026
2017-01-26,0.063,0.323,0.000,0.085,0.183,0.013
2017-01-27,0.043,0.187,0.000,0.024,0.132,0.067
2017-01-28,0.073,0.202,0.000,0.130,0.202,0.131
2017-01-29,0.073,0.351,0.000,0.116,0.351,0.056
2017-01-30,0.138,1.327,0.000,1.327,0.013,0.004
2017-01-31,0.024,0.132,0.000,0.132,0.005,0.023
2017-02-01,0.065,0.400,0.000,0.138,0.400,0.003
2017-02-02,0.207,2.388,0.000,2.388,0.058,0.003
2017-02-03,0.163,1.018,0.000,0.657,0.001,0.076
2017-02-04,0.108,0.710,0.000,0.402,0.177,0.007
2017-02-05,0.026,0.251,0.000,0.015,0.003,0.000
2017-02-06,0.142,1.378,0.000,0.057,0.006,0.037
2017-02-07,0.066,0.222,0.000,0.071,0.086,0.088
2017-02-08,0.030,0.161,0.000,0.161,0.005,0.063
2017-02-09,0.124,0.577,0.000,0.577,0.000,0.215
2017-02-10,0.029,0.131,0.000,0.020,0.056,0.026
2017-02-11,0.073,0.546,0.000,0.122,0.007,0.014
2017-02-12,0.030,0.096,0.000,0.045,0.043,0.006
2017-02-13,0.099,0.402,0.000,0.007,0.073,0.025
2017-02-14,0.101,0.643,0.000,0.001,0.077,0.643
2017-02-15,0.236,1.929,0.000,0.028,0.300,1.929
2017-02-16,0.034,0.219,0.000,0.002,0.072,0.039
2017-02-17,0.500,5.752,0.000,0.025,0.001,0.000
2017-02-18,0.060,0.432,0.000,0.026,0.003,0.015
2017-02-19,0.061,0.141,0.001,0.001,0.132,0.102
2017-02-20,0.088,0.767,0.000,0.119,0.767,0.005
2017-02-21,0.011,0.054,0.000,0.002,0.054,0.005
2017-02-22,0.018,0.106,0.000,0.035,0.106,0.001
2017-02-23,0.021,0.118,0.000,0.012,0.051,0.041
2017-02-24,0.045,0.261,0.000,0.002,0.221,0.004
2017-02-25,0.093,0.835,0.000,0.142,0.835,0.000
2017-02-26,0.686,4.744,0.000,0.006,4.744,0.000
2017-02-27,0.217,1.229,0.000,0.001,0.682,0.047
2017-02-28,0.582,6.109,0.000,0.003,0.055,0.391
2017-03-01,0.677,7.020,0.000,0.000,0.186,0.018
2017-03-02,0.198,1.057,0.000,0.000,0.230,0.033
2017-03-03,0.760,8.633,0.000,0.007,0.126,0.001
2017-03-04,0.480,2.473,0.000,0.014,0.202,0.016
2017-03-05,0.182,1.715,0.000,0.000,0.120,0.003
2017-03-06,0.112,0.975,0.000,0.000,0.084,0.031
2017-03-07,0.313,2.643,0.000,0.000,0.014,0.068
2017-03-08,0.415,4.108,0.000,0.000,0.006,0.007
2017-03-09,0.145,0.668,0.000,0.000,0.130,0.185
2017-03-10,0.089,0.452,0.000,0.000,0.061,0.017
2017-03-11,0.134,1.045,0.000,0.077,1.045,0.001
2017-03-12,0.077,0.413,0.000,0.153,0.030,0.018
2017-03-13,0.107,0.869,0.000,0.869,0.048,0.004
2017-03-14,0.245,1.220,0.000,1.220,0.438,0.002
2017-03-15,0.152,1.200,0.000,0.034,0.078,0.188
2017-03-16,0.089,0.367,0.002,0.047,0.199,0.019
2017-03-17,0.194,2.062,0.000,0.009,2.062,0.004
2017-03-18,0.243,0.721,0.001,0.152,0.420,0.245
2017-03-19,0.753,4.287,0.005,0.346,0.148,0.128
2017-03-20,0.738,3.152,0.000,0.125,1.400,0.019
2017-03-21,0.455,2.237,0.000,0.009,0.575,0.076
2017-03-22,0.418,2.887,0.000,0.014,0.053,0.476
2017-03-23,0.137,0.771,0.000,0.069,0.087,0.180
2017-03-24,0.230,0.978,0.002,0.002,0.534,0.172
2017-03-25,0.238,0.922,0.006,0.042,0.532,0.347
2017-03-26,0.323,0.887,0.001,0.001,0.509,0.012
2017-03-27,0.262,0.915,0.000,0.000,0.082,0.026
2017-03-28,0.118,0.279,0.002,0.054,0.097,0.046
2017-03-29,0.169,0.385,0.011,0.385,0.011,0.239
2017-03-30,0.500,2.189,0.002,0.163,0.376,0.352
2017-03-31,0.590,1.519,0.002,0.246,1.101,0.933
2017-04-01,1.435,9.261,0.000,0.572,1.115,0.304
2017-04-02,1.132,6.237,0.000,6.237,3.316,0.082
2017-04-03,0.391,1.604,0.001,0.421,1.604,0.372
2017-04-04,0.748,5.417,0.002,1.308,5.417,0.139
2017-04-05,0.381,2.255,0.001,1.192,2.255,0.060
2017-04-06,0.787,4.447,0.000,0.550,2.222,0.091
2017-04-07,1.832,9.560,0.000,5.338,1.508,0.002
2017-04-08,1.021,8.756,0.004,0.527,8.756,0.013
2017-04-09,0.317,2.390,0.000,2.390,0.518,0.145
2017-04-10,0.167,0.785,0.000,0.351,0.440,0.229
2017-04-11,0.758,6.166,0.000,0.732,0.128,6.166
2017-04-12,1.145,5.988,0.000,1.167,0.311,5.988
2017-04-13,1.835,7.681,0.017,0.260,0.114,3.545
2017-04-14,1.959,11.862,0.061,1.686,0.079,11.862
2017-04-15,1.592,4.646,0.126,0.126,0.228,1.791
2017-04-16,2.142,11.349,0.087,0.382,0.478,0.542
2017-04-17,1.460,4.399,0.073,0.766,0.502,0.996
2017-04-18,2.134,7.682,0.035,0.874,0.584,7.682
2017-04-19,0.567,2.154,0.029,0.089,0.269,0.346
2017-04-20,0.906,2.693,0.063,1.311,2.037,0.147
2017-04-21,1.576,11.724,0.043,11.724,1.895,0.048
2017-04-22,1.651,5.877,0.045,2.320,1.367,1.633
2017-04-23,1.613,3.948,0.033,0.319,2.329,3.948
2017-04-24,1.589,6.176,0.025,0.130,0.420,0.937
2017-04-25,0.511,1.163,0.095,0.119,0.095,0.856
2017-04-26,1.293,3.182,0.327,3.182,2.606,1.493
2017-04-27,1.709,4.645,0.222,0.764,2.260,1.073
2017-04-28,1.440,4.322,0.046,0.573,1.589,1.211
2017-04-29,2.544,9.581,0.040,2.508,3.141,0.040
2017-04-30,0.911,3.146,0.059,0.979,2.015,0.059
2017-05-01,1.552,5.739,0.031,0.060,1.338,0.232
2017-05-02,0.588,2.266,0.050,0.415,0.676,0.234
2017-05-03,0.627,2.943,0.030,0.671,0.905,0.112
2017-05-04,1.094,4.803,0.003,4.803,1.367,0.715
2017-05-05,0.679,1.498,0.039,1.367,0.514,0.225
