date,maximum,minimum,average
2016-10-02,19.468,19.267,19.306
2016-10-03,19.534,19.255,19.314
2016-10-04,19.482,19.244,19.310
2016-10-05,19.449,19.233,19.299
2016-10-06,20.496,19.226,19.374
2016-10-07,20.904,19.215,19.429
2016-10-08,20.695,19.198,19.470
2016-10-09,21.567,19.184,19.666
2016-10-10,27.095,19.171,20.024
2016-10-11,26.348,19.161,19.969
2016-10-12,25.337,19.156,19.885
2016-10-13,26.073,19.151,19.931
2016-10-14,26.103,19.159,20.035
2016-10-15,25.500,19.153,20.047
2016-10-16,25.157,19.166,20.026
2016-10-17,24.964,19.223,20.025
2016-10-18,24.781,19.220,20.014
2016-10-19,24.975,19.221,20.072
2016-10-20,25.002,19.237,20.179
2016-10-21,25.225,19.248,20.274
2016-10-22,25.110,19.246,20.373
2016-10-23,24.956,19.244,20.392
2016-10-24,24.876,19.284,20.610
2016-10-25,26.348,19.279,20.814
2016-10-26,27.806,19.379,20.879
2016-10-27,27.528,19.466,20.800
2016-10-28,27.906,19.412,20.922
2016-10-29,27.771,19.375,21.011
2016-10-30,27.550,19.354,21.107
2016-10-31,27.378,19.347,21.218
2016-11-01,27.241,19.325,21.223
2016-11-02,27.218,19.305,21.622
2016-11-03,27.131,19.318,21.939
2016-11-04,30.146,19.325,22.456
2016-11-05,29.978,19.313,22.727
2016-11-06,29.586,19.302,23.160
2016-11-07,28.965,19.436,23.566
2016-11-08,30.176,19.421,24.507
2016-11-09,35.533,19.403,24.995
2016-11-10,36.266,19.391,25.143
2016-11-11,35.816,19.383,25.397
2016-11-12,35.041,19.377,25.378
2016-11-13,39.411,19.374,26.256
2016-11-14,39.535,19.377,26.179
2016-11-15,39.293,19.368,26.285
2016-11-16,40.267,19.359,26.532
2016-11-17,40.031,19.351,27.299
2016-11-18,39.738,19.344,27.572
2016-11-19,39.267,19.336,27.387
2016-11-20,38.833,19.561,27.401
2016-11-21,38.538,19.688,27.347
2016-11-22,38.350,19.618,27.437
2016-11-23,39.294,19.555,27.534
2016-11-24,40.864,19.512,27.843
2016-11-25,41.037,19.482,28.199
2016-11-26,41.970,19.460,28.350
2016-11-27,41.850,19.432,28.438
2016-11-28,41.640,19.406,28.561
2016-11-29,41.393,20.089,29.251
2016-11-30,41.194,20.527,29.478
2016-12-01,42.007,20.513,29.702
2016-12-02,42.198,20.498,30.031
2016-12-03,41.938,20.482,30.445
2016-12-04,44.883,20.535,31.733
2016-12-05,48.981,20.609,32.524
2016-12-06,50.722,22.820,32.868
2016-12-07,50.173,24.090,33.035
2016-12-08,49.585,24.404,33.442
2016-12-09,49.353,24.268,33.709
2016-12-10,50.373,23.956,34.320
2016-12-11,52.924,23.641,35.297
2016-12-12,52.667,23.324,35.400
2016-12-13,52.357,23.017,36.125
2016-12-14,52.073,22.754,36.460
