date,maximum,minimum,average
2017-01-01,0.055,0.002,0.011
2017-01-02,0.013,0.002,0.006
2017-01-03,0.066,0.002,0.011
2017-01-04,0.057,0.002,0.009
2017-01-05,0.012,0.002,0.006
2017-01-06,0.012,0.002,0.006
2017-01-07,0.012,0.002,0.005
2017-01-08,0.012,0.002,0.005
2017-01-09,0.011,0.002,0.005
2017-01-10,0.022,0.002,0.006
2017-01-11,0.011,0.002,0.005
2017-01-12,0.011,0.002,0.005
2017-01-13,0.014,0.002,0.006
2017-01-14,0.011,0.002,0.005
2017-01-15,0.014,0.002,0.005
2017-01-16,0.145,0.002,0.022
2017-01-17,0.020,0.002,0.006
2017-01-18,0.018,0.002,0.005
2017-01-19,0.015,0.002,0.005
2017-01-20,0.012,0.002,0.005
2017-01-21,0.087,0.002,0.010
2017-01-22,0.010,0.002,0.004
2017-01-23,0.010,0.002,0.005
2017-01-24,0.009,0.002,0.005
2017-01-25,0.009,0.002,0.004
2017-01-26,0.009,0.002,0.004
2017-01-27,0.009,0.002,0.004
2017-01-28,0.009,0.002,0.004
2017-01-29,0.009,0.002,0.004
2017-01-30,0.009,0.002,0.004
2017-01-31,0.016,0.002,0.005
2017-02-01,0.009,0.002,0.004
2017-02-02,0.009,0.002,0.004
2017-02-03,0.022,0.002,0.005
2017-02-04,0.010,0.002,0.004
2017-02-05,0.009,0.002,0.004
2017-02-06,0.008,0.002,0.004
2017-02-07,0.008,0.002,0.004
2017-02-08,0.009,0.002,0.004
2017-02-09,0.126,0.002,0.012
2017-02-10,0.030,0.002,0.007
2017-02-11,0.044,0.002,0.006
2017-02-12,0.052,0.002,0.009
2017-02-13,0.038,0.002,0.006
2017-02-14,0.032,0.002,0.005
2017-02-15,0.027,0.002,0.006
2017-02-16,0.024,0.002,0.006
2017-02-17,0.022,0.002,0.006
2017-02-18,0.019,0.002,0.005
2017-02-19,0.033,0.002,0.005
2017-02-20,0.021,0.002,0.005
2017-02-21,0.025,0.002,0.005
2017-02-22,0.026,0.002,0.005
2017-02-23,0.024,0.002,0.005
2017-02-24,0.022,0.002,0.005
2017-02-25,0.020,0.002,0.005
2017-02-26,0.019,0.002,0.004
2017-02-27,0.491,0.002,0.034
2017-02-28,0.059,0.002,0.007
2017-03-01,0.140,0.002,0.013
