date,average,maximum,minimum,ref2010,ref2015,current
2017-01-01,4.001,14.800,0.135,0.984,7.559,1.289
2017-01-02,2.984,9.134,0.102,2.961,0.733,2.670
2017-01-03,3.089,9.731,0.065,1.581,4.786,1.898
2017-01-04,3.704,9.567,0.361,6.622,0.367,3.338
2017-01-05,3.526,17.784,0.460,4.834,2.169,4.358
2017-01-06,2.272,12.397,0.477,1.377,1.974,0.864
2017-01-07,2.080,4.900,0.131,0.281,0.334,3.052
2017-01-08,5.015,27.442,0.060,0.506,0.068,4.424
2017-01-09,1.783,4.804,0.001,1.070,0.001,2.200
2017-01-10,2.184,8.143,0.243,0.429,0.243,4.464
2017-01-11,3.350,17.642,0.032,1.121,0.912,4.183
2017-01-12,3.369,15.771,0.139,3.142,1.875,0.648
2017-01-13,4.459,12.923,0.565,11.185,3.358,1.425
2017-01-14,2.837,10.362,0.301,3.465,0.662,0.616
2017-01-15,3.111,8.954,0.426,0.703,8.506,0.550
2017-01-16,2.625,16.149,0.152,0.861,2.563,0.599
2017-01-17,2.079,5.679,0.232,2.450,0.825,0.232
2017-01-18,2.129,6.741,0.032,1.027,0.364,1.551
2017-01-19,2.195,7.782,0.046,7.782,0.046,2.992
2017-01-20,2.206,5.508,0.024,4.359,0.065,4.122
2017-01-21,1.350,4.237,0.058,1.769,0.327,0.470
2017-01-22,1.776,3.545,0.002,2.644,0.369,2.522
2017-01-23,4.323,18.800,0.000,14.594,1.018,2.068
2017-01-24,2.007,10.619,0.038,10.619,0.424,5.550
2017-01-25,1.561,4.942,0.163,0.440,0.591,2.443
2017-01-26,2.063,7.141,0.606,0.915,1.164,4.324
2017-01-27,2.550,6.948,0.567,3.798,0.656,4.625
2017-01-28,4.159,15.422,0.000,15.422,5.130,4.074
2017-01-29,2.117,6.364,0.401,3.275,1.350,0.972
2017-01-30,2.879,9.596,0.000,0.286,4.128,1.019
2017-01-31,3.110,10.625,0.000,3.004,0.949,3.591
2017-02-01,3.163,12.473,0.000,4.503,6.249,0.869
2017-02-02,1.903,7.684,0.000,1.530,1.403,2.126
2017-02-03,3.370,22.404,0.138,0.855,1.874,0.950
2017-02-04,2.202,13.319,0.000,0.293,0.563,3.116
