date,average,maximum,minimum,ref2010,ref2015,current
2017-01-01,0.034,0.295,0.000,0.000,0.003,0.000
2017-01-02,0.025,0.134,0.000,0.000,0.000,0.000
2017-01-03,0.191,0.829,0.000,0.000,0.825,0.053
2017-01-04,0.018,0.176,0.000,0.000,0.015,0.002
2017-01-05,0.018,0.191,0.000,0.000,0.008,0.191
2017-01-06,0.004,0.043,0.000,0.000,0.043,0.003
2017-01-07,0.466,5.524,0.000,0.016,0.045,0.002
2017-01-08,0.134,0.990,0.000,0.000,0.990,0.023
2017-01-09,0.261,2.195,0.000,0.018,0.514,0.001
2017-01-10,0.106,1.103,0.000,0.014,0.009,0.005
2017-01-11,0.081,0.464,0.000,0.000,0.001,0.464
2017-01-12,0.037,0.206,0.000,0.000,0.000,0.044
2017-01-13,0.031,0.221,0.000,0.000,0.000,0.001
2017-01-14,0.009,0.091,0.000,0.000,0.091,0.000
2017-01-15,0.021,0.126,0.000,0.020,0.002,0.000
2017-01-16,0.012,0.140,0.000,0.140,0.000,0.000
2017-01-17,0.091,0.553,0.000,0.553,0.041,0.059
2017-01-18,0.016,0.098,0.000,0.098,0.001,0.001
2017-01-19,0.087,1.034,0.000,0.002,0.000,0.000
2017-01-20,3.401,40.538,0.000,0.112,0.005,40.538
2017-01-21,0.096,0.716,0.000,0.226,0.005,0.716
2017-01-22,0.076,0.506,0.000,0.506,0.189,0.000
2017-01-23,0.030,0.130,0.000,0.009,0.003,0.000
2017-01-24,0.028,0.283,0.000,0.283,0.000,0.000
2017-01-25,0.036,0.214,0.000,0.005,0.000,0.000
2017-01-26,0.033,0.130,0.000,0.000,0.024,0.000
2017-01-27,0.058,0.380,0.000,0.001,0.000,0.000
2017-01-28,0.086,0.384,0.000,0.000,0.183,0.000
2017-01-29,0.070,0.498,0.000,0.000,0.498,0.000
2017-01-30,0.714,7.818,0.000,0.000,7.818,0.000
2017-01-31,0.015,0.141,0.000,0.000,0.141,0.000
2017-02-01,0.009,0.098,0.000,0.000,0.000,0.000
2017-02-02,0.045,0.261,0.000,0.000,0.000,0.000
2017-02-03,0.110,1.192,0.000,0.054,0.000,0.000
2017-02-04,0.262,2.863,0.000,0.152,0.032,0.000
2017-02-05,0.094,0.476,0.000,0.003,0.227,0.000
2017-02-06,0.074,0.691,0.000,0.000,0.004,0.000
2017-02-07,0.051,0.341,0.000,0.000,0.001,0.200
2017-02-08,0.030,0.165,0.000,0.000,0.035,0.038
2017-02-09,0.095,0.827,0.000,0.000,0.001,0.202
2017-02-10,0.043,0.243,0.000,0.000,0.028,0.004
2017-02-11,0.017,0.079,0.000,0.000,0.019,0.000
2017-02-12,0.108,0.604,0.000,0.000,0.065,0.000
2017-02-13,0.786,7.881,0.000,0.000,0.184,0.000
2017-02-14,0.345,2.501,0.000,0.000,0.003,0.000
2017-02-15,1.674,9.374,0.000,5.826,1.465,0.025
2017-02-16,0.285,2.267,0.000,2.267,0.125,0.000
2017-02-17,3.290,29.661,0.000,0.185,0.054,0.000
2017-02-18,0.345,2.775,0.000,0.018,0.120,0.000
2017-02-19,0.216,0.611,0.000,0.109,0.137,0.000
2017-02-20,0.511,4.174,0.000,0.130,0.002,0.000
2017-02-21,0.618,4.045,0.000,4.045,0.000,0.000
2017-02-22,0.256,2.127,0.000,0.445,0.003,0.000
2017-02-23,0.936,5.582,0.000,0.152,0.803,0.000
2017-02-24,0.288,1.139,0.000,0.014,0.014,0.000
2017-02-25,0.131,0.739,0.000,0.001,0.000,0.000
2017-02-26,0.799,8.438,0.000,0.004,0.000,0.287
2017-02-27,0.797,3.802,0.000,0.012,0.000,1.696
2017-02-28,0.320,2.523,0.000,2.523,0.000,0.035
2017-03-01,1.255,11.621,0.000,0.593,0.028,1.183
2017-03-02,0.469,1.721,0.000,1.025,1.721,0.471
2017-03-03,1.095,3.673,0.000,0.152,0.922,0.008
2017-03-04,1.000,4.198,0.000,0.954,0.160,2.708
2017-03-05,0.323,1.474,0.000,0.836,0.143,1.474
2017-03-06,0.920,6.271,0.000,0.026,0.376,6.271
2017-03-07,0.786,4.203,0.000,0.000,0.007,0.111
2017-03-08,2.296,10.751,0.000,0.000,0.078,2.737
2017-03-09,0.648,3.285,0.000,0.000,0.001,0.070
2017-03-10,0.639,5.320,0.000,0.000,0.617,0.014
2017-03-11,1.118,6.915,0.000,0.000,6.915,0.012
2017-03-12,0.849,3.303,0.000,0.000,0.123,0.209
2017-03-13,1.471,5.273,0.000,0.000,0.075,4.903
2017-03-14,1.205,7.555,0.000,0.060,0.171,7.555
2017-03-15,0.575,5.499,0.000,0.141,0.542,0.137
2017-03-16,1.183,3.729,0.000,0.093,3.161,0.000
2017-03-17,2.657,11.344,0.000,0.171,0.945,2.193
2017-03-18,1.471,6.710,0.000,0.176,0.028,1.757
2017-03-19,0.980,4.039,0.020,0.672,0.347,0.553
2017-03-20,1.559,11.690,0.012,0.012,0.192,0.284
2017-03-21,1.460,9.247,0.000,0.000,9.247,2.084
2017-03-22,3.075,19.811,0.001,0.054,0.215,0.740
2017-03-23,0.821,3.715,0.000,0.036,2.765,3.715
2017-03-24,3.014,10.944,0.000,4.913,0.288,4.772
