date,average,maximum,minimum,ref2010,ref2015,current
2017-01-01,2.954,21.775,0.006,0.807,0.006,0.901
2017-01-02,1.192,5.846,0.000,0.039,0.307,0.461
2017-01-03,0.803,4.086,0.000,0.034,0.420,0.019
2017-01-04,0.119,0.397,0.000,0.397,0.013,0.016
2017-01-05,0.430,2.252,0.000,0.366,0.057,1.463
2017-01-06,0.907,6.369,0.000,0.006,0.940,0.374
2017-01-07,0.414,2.256,0.000,0.000,2.256,0.129
2017-01-08,0.792,4.585,0.000,4.585,0.119,1.606
2017-01-09,2.099,15.373,0.000,0.449,0.951,15.373
2017-01-10,5.377,51.701,0.000,0.324,6.127,1.509
2017-01-11,1.724,8.486,0.000,0.276,8.486,4.832
2017-01-12,0.853,6.546,0.000,0.016,1.897,0.091
2017-01-13,0.498,3.982,0.000,0.000,0.626,0.001
2017-01-14,1.613,9.434,0.000,0.000,2.145,0.006
2017-01-15,1.651,12.083,0.000,0.000,0.281,0.012
2017-01-16,1.971,12.954,0.000,0.017,3.978,0.014
2017-01-17,1.939,14.560,0.001,1.176,2.073,0.468
2017-01-18,1.071,4.556,0.000,0.952,0.983,4.556
2017-01-19,2.014,9.882,0.000,0.091,1.068,6.181
2017-01-20,1.769,6.745,0.000,0.342,4.747,0.546
2017-01-21,0.775,2.858,0.000,0.887,0.610,0.038
2017-01-22,0.695,4.202,0.000,4.202,0.145,1.983
2017-01-23,1.242,10.699,0.000,10.699,0.977,0.059
2017-01-24,1.052,7.410,0.000,2.678,0.473,0.293
2017-01-25,1.376,10.398,0.000,3.061,0.053,10.398
2017-01-26,1.556,4.857,0.001,3.634,0.001,2.730
2017-01-27,3.186,22.733,0.005,6.690,0.010,0.479
2017-01-28,2.132,18.694,0.000,3.226,0.016,0.338
2017-01-29,1.411,7.812,0.000,0.331,0.044,3.899
2017-01-30,1.485,8.124,0.000,2.568,1.102,2.655
2017-01-31,0.889,6.185,0.000,6.185,0.114,0.054
2017-02-01,0.536,3.454,0.000,1.599,3.454,0.036
2017-02-02,0.408,3.899,0.000,0.026,3.899,0.185
2017-02-03,0.079,0.340,0.000,0.018,0.171,0.238
2017-02-04,0.057,0.222,0.000,0.000,0.003,0.025
2017-02-05,1.930,21.408,0.000,0.000,0.704,0.081
2017-02-06,1.249,13.319,0.000,0.000,0.576,0.001
2017-02-07,1.160,6.813,0.000,0.013,4.825,0.031
2017-02-08,0.980,6.035,0.000,0.137,6.035,0.016
2017-02-09,0.511,2.709,0.000,1.385,0.989,0.123
2017-02-10,1.979,12.403,0.000,0.028,1.222,0.429
2017-02-11,0.818,6.912,0.000,0.000,0.409,0.021
2017-02-12,1.328,10.568,0.000,0.321,0.110,0.000
2017-02-13,1.125,7.100,0.000,0.416,0.368,0.000
2017-02-14,0.102,0.649,0.000,0.089,0.037,0.000
2017-02-15,0.844,7.119,0.000,0.290,0.024,0.000
2017-02-16,0.610,1.899,0.000,0.419,1.675,0.069
2017-02-17,0.946,3.416,0.000,0.128,0.998,0.001
2017-02-18,1.251,9.439,0.000,0.350,0.295,0.000
2017-02-19,1.871,9.605,0.000,1.294,0.695,0.000
2017-02-20,1.303,5.792,0.000,0.130,0.135,1.097
2017-02-21,1.334,6.979,0.000,0.011,0.596,0.082
2017-02-22,2.878,13.890,0.000,0.000,0.084,0.001
2017-02-23,1.550,7.771,0.000,1.349,0.001,0.000
2017-02-24,2.466,10.082,0.000,2.438,0.136,0.007
2017-02-25,0.899,2.608,0.000,2.608,0.704,0.081
2017-02-26,1.204,11.422,0.000,1.757,0.233,0.032
2017-02-27,2.120,19.238,0.000,0.963,0.743,0.220
2017-02-28,1.207,5.592,0.000,2.494,5.592,0.650
2017-03-01,1.786,8.213,0.000,6.576,3.807,0.314
2017-03-02,1.500,13.397,0.000,0.587,3.489,0.363
2017-03-03,1.290,6.188,0.000,0.809,1.633,0.013
2017-03-04,7.551,60.782,0.000,1.763,24.255,0.037
2017-03-05,2.694,16.392,0.000,16.392,4.842,0.003
2017-03-06,1.736,14.676,0.000,2.398,2.215,0.005
2017-03-07,5.223,41.714,0.000,13.020,1.678,0.991
2017-03-08,1.573,7.356,0.000,3.786,0.256,0.066
2017-03-09,0.616,2.501,0.000,0.640,0.297,0.001
2017-03-10,0.334,2.652,0.000,0.108,0.006,0.000
2017-03-11,0.261,2.825,0.000,0.052,0.070,0.001
2017-03-12,0.544,3.536,0.000,0.002,0.002,0.002
2017-03-13,0.127,0.549,0.000,0.000,0.549,0.002
2017-03-14,1.659,10.823,0.000,0.005,10.823,0.242
2017-03-15,1.566,12.351,0.000,1.953,0.690,0.555
2017-03-16,2.043,10.561,0.000,0.175,0.015,0.139
2017-03-17,0.095,0.398,0.000,0.007,0.000,0.088
2017-03-18,1.052,7.500,0.000,0.056,0.130,2.242
2017-03-19,0.740,2.853,0.000,0.005,0.063,2.853
2017-03-20,0.201,0.860,0.000,0.001,0.006,0.058
2017-03-21,0.094,0.545,0.000,0.005,0.020,0.000
2017-03-22,0.168,0.893,0.000,0.004,0.001,0.000
2017-03-23,0.185,1.147,0.000,0.003,1.147,0.122
2017-03-24,0.293,1.135,0.000,0.567,0.409,0.005
2017-03-25,1.406,10.486,0.000,3.110,0.188,1.256
2017-03-26,0.317,1.948,0.000,1.320,0.020,0.022
2017-03-27,0.657,4.789,0.000,4.789,0.005,0.000
2017-03-28,0.860,3.125,0.000,0.757,2.058,0.000
2017-03-29,1.559,8.990,0.000,3.007,4.623,0.000
2017-03-30,0.408,1.657,0.000,0.054,0.874,0.000
2017-03-31,1.037,10.229,0.000,0.205,0.224,0.000
2017-04-01,0.579,4.727,0.000,1.038,0.053,0.000
2017-04-02,0.493,2.883,0.000,2.372,0.023,0.022
2017-04-03,0.468,3.656,0.000,1.092,0.000,0.000
2017-04-04,0.490,3.353,0.000,0.906,0.012,0.002
2017-04-05,1.115,6.242,0.000,0.533,0.000,0.000
2017-04-06,0.401,2.058,0.000,0.068,0.000,0.002
2017-04-07,0.573,4.680,0.000,0.544,0.000,0.590
2017-04-08,0.494,2.713,0.000,0.016,0.000,0.812
2017-04-09,0.269,1.539,0.000,0.596,0.318,0.019
2017-04-10,0.395,2.312,0.000,0.882,0.006,1.079
2017-04-11,0.487,3.506,0.000,0.015,1.197,0.019
2017-04-12,0.179,1.442,0.000,0.215,0.175,0.000
2017-04-13,1.068,10.522,0.000,0.780,0.356,0.093
2017-04-14,0.331,2.053,0.000,0.622,0.006,0.181
2017-04-15,0.852,6.860,0.000,0.287,0.000,1.786
2017-04-16,0.734,7.225,0.000,0.006,0.652,0.039
2017-04-17,0.076,0.561,0.000,0.003,0.012,0.000
2017-04-18,0.287,2.504,0.000,0.088,0.000,0.000
2017-04-19,0.114,0.643,0.000,0.002,0.564,0.000
2017-04-20,0.501,4.734,0.000,0.566,4.734,0.160
2017-04-21,0.263,2.629,0.000,0.010,0.193,0.004
2017-04-22,0.935,8.513,0.000,0.009,0.182,0.000
2017-04-23,0.248,1.547,0.000,0.000,0.004,1.547
2017-04-24,0.232,1.062,0.000,0.000,1.062,0.027
2017-04-25,0.165,1.494,0.000,0.126,1.494,0.013
2017-04-26,0.252,1.425,0.000,0.002,1.223,0.000
2017-04-27,0.190,1.489,0.000,0.139,0.206,0.000
2017-04-28,0.250,1.648,0.000,1.648,0.701,0.000
2017-04-29,0.230,1.251,0.000,0.272,0.012,0.000
2017-04-30,0.182,1.828,0.000,0.004,0.000,1.828
2017-05-01,0.161,1.726,0.000,0.000,1.726,0.032
2017-05-02,0.046,0.363,0.000,0.000,0.363,0.074
2017-05-03,0.137,0.990,0.000,0.000,0.033,0.012
2017-05-04,0.108,0.457,0.000,0.443,0.000,0.036
2017-05-05,0.051,0.435,0.000,0.015,0.090,0.001
2017-05-06,0.057,0.178,0.000,0.000,0.178,0.129
2017-05-07,0.007,0.044,0.000,0.000,0.003,0.015
2017-05-08,0.100,1.062,0.000,0.001,1.062,0.000
2017-05-09,0.218,1.771,0.000,0.006,0.083,0.000
2017-05-10,0.013,0.137,0.000,0.000,0.001,0.000
2017-05-11,0.002,0.009,0.000,0.000,0.000,0.000
2017-05-12,0.001,0.013,0.000,0.000,0.000,0.000
2017-05-13,0.002,0.019,0.000,0.000,0.000,0.000
2017-05-14,0.003,0.030,0.000,0.000,0.000,0.000
2017-05-15,0.264,2.675,0.000,0.000,0.000,0.046
2017-05-16,0.005,0.047,0.000,0.000,0.002,0.001
2017-05-17,0.000,0.001,0.000,0.000,0.000,0.001
2017-05-18,0.029,0.262,0.000,0.000,0.001,0.050
2017-05-19,0.084,0.734,0.000,0.000,0.734,0.001
2017-05-20,0.277,2.696,0.000,0.000,0.013,0.015
2017-05-21,0.036,0.234,0.000,0.031,0.000,0.007
2017-05-22,0.266,2.743,0.000,0.139,0.002,0.000
2017-05-23,0.521,5.688,0.000,0.002,0.036,0.000
2017-05-24,0.018,0.131,0.000,0.000,0.056,0.000
2017-05-25,0.000,0.001,0.000,0.000,0.001,0.000
2017-05-26,0.017,0.169,0.000,0.000,0.169,0.000
2017-05-27,0.023,0.219,0.000,0.219,0.003,0.007
2017-05-28,0.222,2.439,0.000,0.005,0.000,0.000
2017-05-29,0.052,0.577,0.000,0.000,0.000,0.000
2017-05-30,0.004,0.038,0.000,0.000,0.000,0.003
2017-05-31,0.066,0.695,0.000,0.036,0.000,0.000
2017-06-01,0.098,1.019,0.000,0.053,0.000,0.000
2017-06-02,0.173,1.535,0.000,0.001,0.000,0.000
2017-06-03,0.032,0.172,0.000,0.013,0.000,0.000
2017-06-04,0.619,4.127,0.000,0.301,4.127,0.000
2017-06-05,0.027,0.239,0.000,0.017,0.239,0.000
2017-06-06,0.009,0.038,0.000,0.000,0.003,0.033
2017-06-07,0.018,0.065,0.000,0.000,0.055,0.001
2017-06-08,0.014,0.138,0.000,0.000,0.138,0.000
2017-06-09,0.446,4.385,0.000,0.000,0.005,0.000
2017-06-10,1.067,9.424,0.000,0.842,0.001,0.050
2017-06-11,0.126,0.678,0.000,0.332,0.000,0.067
2017-06-12,0.211,2.231,0.000,0.006,0.000,0.027
2017-06-13,0.006,0.042,0.000,0.000,0.000,0.000
2017-06-14,0.059,0.633,0.000,0.000,0.000,0.005
2017-06-15,0.025,0.211,0.000,0.000,0.211,0.054
2017-06-16,0.001,0.005,0.000,0.000,0.005,0.001
2017-06-17,0.008,0.076,0.000,0.000,0.000,0.000
2017-06-18,0.015,0.158,0.000,0.000,0.000,0.000
2017-06-19,0.015,0.108,0.000,0.000,0.006,0.001
2017-06-20,0.253,2.367,0.000,0.000,0.000,0.248
2017-06-21,0.483,5.104,0.000,0.000,0.006,0.018
2017-06-22,0.367,3.580,0.000,0.000,0.268,0.000
2017-06-23,0.032,0.250,0.000,0.000,0.011,0.000
2017-06-24,0.035,0.306,0.000,0.000,0.000,0.006
2017-06-25,0.087,0.902,0.000,0.000,0.000,0.000
2017-06-26,0.090,0.497,0.000,0.078,0.001,0.000
2017-06-27,0.097,0.544,0.000,0.001,0.034,0.000
2017-06-28,0.080,0.606,0.000,0.000,0.001,0.000
2017-06-29,0.016,0.083,0.000,0.000,0.012,0.000
2017-06-30,0.089,0.601,0.000,0.326,0.049,0.000
2017-07-01,0.159,1.148,0.000,0.006,0.527,0.000
2017-07-02,0.152,1.451,0.000,0.000,0.121,0.000
2017-07-03,0.269,2.498,0.000,0.000,0.002,0.000
2017-07-04,0.022,0.081,0.000,0.000,0.000,0.000
2017-07-05,0.427,4.461,0.000,0.000,0.000,0.000
2017-07-06,0.099,0.966,0.000,0.000,0.013,0.000
2017-07-07,0.348,2.099,0.000,1.437,0.000,0.033
2017-07-08,0.069,0.609,0.000,0.056,0.000,0.001
2017-07-09,0.021,0.137,0.000,0.081,0.000,0.000
2017-07-10,0.030,0.313,0.000,0.001,0.000,0.000
