date,maximum,minimum,average
2017-01-01,0.134,0.004,0.021
2017-01-02,0.033,0.005,0.009
2017-01-03,0.026,0.004,0.010
2017-01-04,0.047,0.005,0.011
2017-01-05,0.027,0.005,0.010
2017-01-06,0.028,0.005,0.011
2017-01-07,0.049,0.005,0.014
2017-01-08,0.368,0.006,0.034
2017-01-09,0.026,0.005,0.011
2017-01-10,0.043,0.006,0.015
2017-01-11,0.020,0.005,0.010
2017-01-12,0.031,0.005,0.014
2017-01-13,0.043,0.005,0.013
2017-01-14,0.054,0.005,0.015
2017-01-15,0.030,0.005,0.013
2017-01-16,0.018,0.005,0.010
2017-01-17,0.093,0.005,0.016
2017-01-18,0.034,0.005,0.014
2017-01-19,0.039,0.005,0.012
2017-01-20,0.054,0.005,0.015
2017-01-21,0.089,0.005,0.021
2017-01-22,0.027,0.005,0.014
2017-01-23,0.057,0.005,0.014
2017-01-24,0.066,0.006,0.016
2017-01-25,0.036,0.005,0.011
2017-01-26,0.050,0.005,0.014
2017-01-27,0.088,0.005,0.021
2017-01-28,0.031,0.005,0.012
2017-01-29,0.040,0.006,0.015
2017-01-30,0.017,0.005,0.011
2017-01-31,0.191,0.006,0.022
2017-02-01,0.042,0.005,0.014
2017-02-02,0.063,0.006,0.013
2017-02-03,0.049,0.006,0.014
2017-02-04,0.021,0.005,0.011
2017-02-05,0.102,0.005,0.015
2017-02-06,0.033,0.005,0.011
2017-02-07,0.044,0.006,0.013
2017-02-08,0.043,0.005,0.014
2017-02-09,0.033,0.007,0.015
2017-02-10,0.041,0.005,0.013
2017-02-11,0.034,0.005,0.012
2017-02-12,0.021,0.006,0.009
2017-02-13,0.089,0.006,0.016
2017-02-14,0.018,0.006,0.011
2017-02-15,0.065,0.005,0.012
2017-02-16,0.043,0.005,0.014
2017-02-17,0.026,0.006,0.013
2017-02-18,0.227,0.006,0.026
2017-02-19,0.029,0.006,0.012
2017-02-20,0.033,0.006,0.015
2017-02-21,0.032,0.005,0.012
2017-02-22,0.074,0.006,0.015
2017-02-23,0.044,0.006,0.014
2017-02-24,0.031,0.006,0.015
2017-02-25,0.109,0.006,0.017
2017-02-26,0.163,0.006,0.021
2017-02-27,0.032,0.006,0.012
2017-02-28,0.023,0.006,0.010
2017-03-01,0.024,0.006,0.011
2017-03-02,0.022,0.005,0.009
2017-03-03,0.037,0.005,0.011
2017-03-04,0.020,0.006,0.010
2017-03-05,0.017,0.006,0.009
2017-03-06,0.020,0.005,0.010
2017-03-07,0.035,0.005,0.012
2017-03-08,0.020,0.005,0.010
2017-03-09,0.084,0.005,0.014
2017-03-10,0.038,0.005,0.012
2017-03-11,0.189,0.005,0.025
2017-03-12,0.054,0.005,0.014
2017-03-13,0.021,0.005,0.010
2017-03-14,0.035,0.005,0.012
2017-03-15,0.027,0.005,0.010
2017-03-16,0.055,0.005,0.015
2017-03-17,0.037,0.005,0.012
2017-03-18,0.018,0.005,0.010
2017-03-19,0.061,0.005,0.015
2017-03-20,0.039,0.005,0.012
2017-03-21,0.034,0.005,0.014
2017-03-22,0.052,0.005,0.014
2017-03-23,0.072,0.005,0.015
2017-03-24,0.093,0.005,0.016
2017-03-25,0.058,0.005,0.012
2017-03-26,0.024,0.005,0.012
2017-03-27,0.071,0.005,0.016
2017-03-28,0.031,0.005,0.010
2017-03-29,0.023,0.005,0.009
2017-03-30,0.025,0.005,0.010
2017-03-31,0.092,0.005,0.017
2017-04-01,0.058,0.005,0.015
2017-04-02,0.071,0.005,0.015
2017-04-03,0.013,0.005,0.009
2017-04-04,0.023,0.005,0.010
2017-04-05,0.117,0.005,0.018
2017-04-06,0.155,0.005,0.021
2017-04-07,0.233,0.005,0.031
2017-04-08,0.029,0.005,0.010
