Basin1,0.332,0.199
Basin2,0.069,0.049
Basin3,0.133,0.082
Basin4,0.109,0.050
Basin5,0.034,0.023
Basin6,0.193,0.126
Basin7,0.099,0.063
Basin8,0.202,0.129
Basin9,0.079,0.069
Basin10,0.064,0.053
Basin11,0.024,0.031
Basin12,0.006,0.006
Basin13,0.052,0.021
Basin14,0.039,0.019
Basin15,0.038,0.023
Basin16,0.031,0.018
Basin17,0.003,0.003
Basin18,0.000,0.000
