date,maximum,minimum,average
2017-01-01,1.012,0.000,0.092
2017-01-02,0.269,0.000,0.036
2017-01-03,0.829,0.000,0.145
2017-01-04,0.176,0.000,0.015
2017-01-05,0.191,0.000,0.021
2017-01-06,0.505,0.000,0.034
2017-01-07,5.524,0.000,0.584
2017-01-08,0.990,0.000,0.158
2017-01-09,2.195,0.000,0.198
2017-01-10,1.103,0.000,0.079
2017-01-11,0.464,0.000,0.061
2017-01-12,0.206,0.000,0.028
2017-01-13,0.221,0.000,0.024
2017-01-14,0.091,0.000,0.007
2017-01-15,0.126,0.000,0.015
2017-01-16,0.140,0.000,0.010
2017-01-17,0.553,0.000,0.068
2017-01-18,2.569,0.000,0.173
2017-01-19,1.034,0.000,0.081
2017-01-20,40.538,0.000,2.564
2017-01-21,0.716,0.000,0.073
2017-01-22,0.506,0.000,0.059
2017-01-23,0.130,0.000,0.028
2017-01-24,0.283,0.000,0.023
2017-01-25,0.637,0.000,0.069
2017-01-26,0.402,0.000,0.051
2017-01-27,0.380,0.000,0.054
2017-01-28,0.384,0.000,0.059
2017-01-29,0.498,0.000,0.053
2017-01-30,7.818,0.000,0.491
2017-01-31,0.141,0.000,0.011
2017-02-01,0.704,0.000,0.056
2017-02-02,0.261,0.000,0.041
2017-02-03,1.768,0.000,0.193
2017-02-04,2.863,0.000,0.199
2017-02-05,3.569,0.000,0.294
2017-02-06,0.691,0.000,0.056
2017-02-07,0.492,0.000,0.069
2017-02-08,0.165,0.000,0.024
2017-02-09,0.827,0.000,0.119
2017-02-10,0.243,0.000,0.040
2017-02-11,0.929,0.000,0.080
2017-02-12,16.298,0.000,1.100
2017-02-13,7.881,0.000,0.685
2017-02-14,2.501,0.000,0.287
2017-02-15,9.374,0.000,1.395
2017-02-16,2.267,0.000,0.302
2017-02-17,29.661,0.000,2.413
2017-02-18,7.101,0.000,0.873
2017-02-19,0.611,0.000,0.173
2017-02-20,4.174,0.000,0.437
2017-02-21,8.135,0.000,0.947
2017-02-22,7.256,0.000,0.727
2017-02-23,5.582,0.000,0.719
2017-02-24,1.139,0.000,0.216
2017-02-25,0.739,0.000,0.112
2017-02-26,8.438,0.000,0.703
2017-02-27,3.802,0.000,0.733
2017-02-28,2.747,0.000,0.442
2017-03-01,2.482,0.000,0.479
2017-03-02,4.855,0.000,0.851
2017-03-03,3.673,0.000,1.066
2017-03-04,4.198,0.000,1.008
2017-03-05,6.271,0.000,0.639
2017-03-06,1.910,0.000,0.356
2017-03-07,7.269,0.000,1.841
2017-03-08,10.751,0.000,1.151
2017-03-09,3.285,0.000,0.460
2017-03-10,5.320,0.000,0.716
2017-03-11,6.915,0.000,0.793
2017-03-12,4.903,0.000,1.111
2017-03-13,10.606,0.002,2.340
2017-03-14,18.565,0.000,2.179
