date,maximum,minimum,average
2017-01-01,0.147,0.008,0.025
2017-01-02,0.054,0.008,0.019
2017-01-03,0.055,0.008,0.018
2017-01-04,0.078,0.008,0.022
2017-01-05,0.048,0.010,0.017
2017-01-06,0.094,0.009,0.025
2017-01-07,0.083,0.008,0.023
2017-01-08,0.053,0.009,0.019
2017-01-09,0.129,0.010,0.032
2017-01-10,0.299,0.010,0.045
2017-01-11,0.056,0.011,0.024
2017-01-12,0.041,0.009,0.020
2017-01-13,0.187,0.009,0.036
2017-01-14,0.149,0.009,0.029
2017-01-15,0.150,0.009,0.032
2017-01-16,0.925,0.009,0.084
2017-01-17,0.116,0.009,0.030
2017-01-18,0.126,0.009,0.027
2017-01-19,0.136,0.009,0.030
2017-01-20,0.740,0.009,0.068
2017-01-21,2.477,0.009,0.173
2017-01-22,0.088,0.010,0.029
2017-01-23,0.073,0.009,0.026
2017-01-24,0.084,0.010,0.028
2017-01-25,0.048,0.011,0.024
2017-01-26,0.044,0.010,0.023
2017-01-27,0.133,0.010,0.036
2017-01-28,0.065,0.010,0.025
2017-01-29,0.232,0.010,0.034
2017-01-30,0.100,0.010,0.027
2017-01-31,0.057,0.011,0.022
2017-02-01,0.059,0.009,0.022
2017-02-02,0.036,0.009,0.019
2017-02-03,0.111,0.009,0.024
2017-02-04,0.035,0.009,0.018
2017-02-05,0.071,0.009,0.024
2017-02-06,0.031,0.009,0.018
2017-02-07,0.058,0.012,0.022
2017-02-08,0.088,0.011,0.027
2017-02-09,0.050,0.009,0.018
2017-02-10,0.195,0.009,0.026
2017-02-11,0.047,0.010,0.018
2017-02-12,0.028,0.009,0.017
2017-02-13,0.028,0.009,0.016
2017-02-14,0.042,0.009,0.017
2017-02-15,0.033,0.009,0.017
2017-02-16,0.209,0.009,0.028
2017-02-17,0.060,0.010,0.023
2017-02-18,0.080,0.009,0.021
2017-02-19,0.070,0.010,0.020
2017-02-20,0.030,0.010,0.019
2017-02-21,0.170,0.009,0.032
2017-02-22,0.044,0.009,0.020
2017-02-23,0.058,0.010,0.018
2017-02-24,0.134,0.009,0.026
2017-02-25,0.109,0.010,0.027
2017-02-26,0.089,0.010,0.029
2017-02-27,0.082,0.009,0.024
2017-02-28,0.080,0.008,0.025
2017-03-01,0.206,0.008,0.040
2017-03-02,0.083,0.008,0.021
2017-03-03,0.079,0.008,0.021
2017-03-04,0.104,0.008,0.027
2017-03-05,0.188,0.009,0.043
2017-03-06,0.503,0.008,0.086
2017-03-07,0.043,0.009,0.019
2017-03-08,0.089,0.008,0.020
2017-03-09,0.279,0.008,0.035
2017-03-10,1.088,0.007,0.087
2017-03-11,0.976,0.007,0.076
2017-03-12,0.466,0.007,0.052
2017-03-13,0.155,0.007,0.032
2017-03-14,0.155,0.009,0.033
2017-03-15,0.089,0.008,0.021
2017-03-16,0.046,0.007,0.021
2017-03-17,0.053,0.007,0.018
2017-03-18,0.259,0.007,0.032
2017-03-19,0.093,0.007,0.024
2017-03-20,0.331,0.007,0.036
2017-03-21,0.062,0.007,0.018
2017-03-22,0.108,0.007,0.020
2017-03-23,0.055,0.007,0.018
2017-03-24,0.525,0.007,0.048
2017-03-25,0.054,0.007,0.018
2017-03-26,0.042,0.007,0.016
2017-03-27,0.039,0.007,0.017
2017-03-28,0.455,0.007,0.052
2017-03-29,0.074,0.010,0.028
2017-03-30,0.039,0.007,0.019
2017-03-31,0.066,0.007,0.021
2017-04-01,0.065,0.007,0.018
2017-04-02,0.037,0.007,0.017
2017-04-03,0.048,0.007,0.020
2017-04-04,0.186,0.007,0.027
2017-04-05,0.042,0.007,0.018
2017-04-06,0.034,0.006,0.015
2017-04-07,0.053,0.006,0.016
2017-04-08,0.040,0.006,0.015
2017-04-09,0.028,0.006,0.013
2017-04-10,0.024,0.006,0.013
2017-04-11,0.104,0.007,0.017
2017-04-12,0.025,0.007,0.012
2017-04-13,0.025,0.007,0.014
2017-04-14,0.037,0.007,0.014
2017-04-15,0.026,0.007,0.012
2017-04-16,0.027,0.006,0.012
2017-04-17,0.027,0.006,0.013
2017-04-18,0.026,0.006,0.012
2017-04-19,0.026,0.006,0.013
2017-04-20,0.089,0.006,0.018
2017-04-21,0.027,0.006,0.012
2017-04-22,0.161,0.006,0.021
2017-04-23,0.028,0.006,0.012
2017-04-24,0.036,0.006,0.014
2017-04-25,0.026,0.006,0.012
2017-04-26,0.025,0.006,0.011
2017-04-27,0.049,0.006,0.013
2017-04-28,0.025,0.006,0.011
2017-04-29,0.024,0.006,0.010
2017-04-30,0.023,0.006,0.010
2017-05-01,0.023,0.006,0.010
2017-05-02,0.056,0.006,0.014
2017-05-03,0.021,0.006,0.011
2017-05-04,0.021,0.006,0.011
2017-05-05,0.020,0.006,0.010
2017-05-06,0.024,0.006,0.011
2017-05-07,0.019,0.006,0.010
2017-05-08,0.037,0.006,0.011
2017-05-09,0.018,0.006,0.010
2017-05-10,0.018,0.006,0.009
2017-05-11,0.017,0.005,0.009
2017-05-12,0.017,0.005,0.009
2017-05-13,0.017,0.005,0.009
2017-05-14,0.016,0.005,0.009
2017-05-15,0.070,0.005,0.013
2017-05-16,0.016,0.005,0.009
2017-05-17,0.029,0.005,0.010
2017-05-18,0.015,0.005,0.009
2017-05-19,0.016,0.005,0.009
2017-05-20,0.029,0.005,0.011
2017-05-21,0.014,0.005,0.009
2017-05-22,0.014,0.005,0.008
2017-05-23,0.044,0.005,0.011
2017-05-24,0.014,0.005,0.008
2017-05-25,0.013,0.005,0.008
2017-05-26,0.013,0.005,0.008
2017-05-27,0.022,0.005,0.009
2017-05-28,0.013,0.005,0.008
2017-05-29,0.013,0.005,0.008
2017-05-30,0.022,0.005,0.009
2017-05-31,0.012,0.005,0.008
2017-06-01,0.047,0.005,0.010
2017-06-02,0.012,0.005,0.008
2017-06-03,0.012,0.005,0.007
2017-06-04,0.017,0.005,0.008
2017-06-05,0.011,0.005,0.007
2017-06-06,0.062,0.005,0.011
2017-06-07,0.011,0.005,0.007
2017-06-08,0.041,0.005,0.009
2017-06-09,0.077,0.005,0.012
2017-06-10,0.020,0.005,0.009
2017-06-11,0.028,0.005,0.009
2017-06-12,0.010,0.005,0.007
2017-06-13,0.011,0.005,0.007
2017-06-14,0.017,0.005,0.008
2017-06-15,0.010,0.005,0.007
2017-06-16,0.010,0.005,0.007
2017-06-17,0.010,0.005,0.007
2017-06-18,0.010,0.005,0.007
2017-06-19,0.010,0.005,0.007
2017-06-20,0.010,0.005,0.007
2017-06-21,0.151,0.005,0.016
2017-06-22,0.009,0.004,0.007
2017-06-23,0.009,0.005,0.007
2017-06-24,0.010,0.004,0.007
2017-06-25,0.028,0.004,0.008
2017-06-26,0.017,0.004,0.007
2017-06-27,0.009,0.004,0.007
2017-06-28,0.009,0.004,0.006
2017-06-29,0.027,0.004,0.008
2017-06-30,0.009,0.004,0.006
2017-07-01,0.009,0.004,0.007
2017-07-02,0.008,0.004,0.006
2017-07-03,0.009,0.004,0.006
2017-07-04,0.008,0.004,0.006
2017-07-05,0.049,0.004,0.009
2017-07-06,0.041,0.004,0.008
2017-07-07,0.009,0.004,0.006
2017-07-08,0.008,0.004,0.006
2017-07-09,0.008,0.004,0.006
2017-07-10,0.008,0.004,0.006
2017-07-11,0.008,0.004,0.006
