date,maximum,minimum,average
2017-01-01,0.105,0.000,0.024
2017-01-02,0.096,0.000,0.021
2017-01-03,0.515,0.000,0.092
2017-01-04,0.085,0.000,0.017
2017-01-05,0.277,0.000,0.041
2017-01-06,0.168,0.000,0.019
2017-01-07,0.756,0.000,0.092
2017-01-08,1.034,0.000,0.085
2017-01-09,1.485,0.000,0.170
2017-01-10,0.231,0.000,0.035
2017-01-11,0.223,0.000,0.031
2017-01-12,0.188,0.000,0.030
2017-01-13,0.284,0.000,0.027
2017-01-14,0.056,0.000,0.006
2017-01-15,0.208,0.000,0.018
2017-01-16,0.146,0.000,0.014
2017-01-17,0.293,0.000,0.043
2017-01-18,4.198,0.000,0.292
2017-01-19,0.742,0.000,0.097
2017-01-20,28.002,0.000,1.793
2017-01-21,6.255,0.000,0.818
2017-01-22,0.573,0.000,0.089
2017-01-23,0.545,0.000,0.070
2017-01-24,0.293,0.000,0.043
2017-01-25,0.173,0.000,0.040
2017-01-26,0.548,0.000,0.072
2017-01-27,0.220,0.000,0.047
2017-01-28,0.853,0.000,0.073
2017-01-29,5.030,0.000,0.338
2017-01-30,2.037,0.000,0.160
2017-01-31,2.937,0.000,0.228
2017-02-01,0.956,0.000,0.071
2017-02-02,0.368,0.000,0.043
2017-02-03,1.380,0.000,0.120
2017-02-04,1.035,0.000,0.106
2017-02-05,0.494,0.000,0.095
2017-02-06,0.340,0.000,0.059
2017-02-07,0.370,0.000,0.060
2017-02-08,0.220,0.000,0.041
2017-02-09,1.100,0.000,0.098
2017-02-10,0.136,0.000,0.044
2017-02-11,0.495,0.000,0.063
2017-02-12,1.664,0.000,0.160
2017-02-13,2.662,0.000,0.347
2017-02-14,4.229,0.000,0.463
2017-02-15,3.099,0.000,0.542
2017-02-16,1.290,0.000,0.237
2017-02-17,12.424,0.000,1.418
2017-02-18,2.141,0.000,0.323
2017-02-19,1.399,0.000,0.191
2017-02-20,4.476,0.000,0.483
2017-02-21,8.332,0.000,1.183
2017-02-22,1.629,0.000,0.408
