date,maximum,minimum,average
2017-01-01,0.429,0.002,0.048
2017-01-02,0.059,0.002,0.013
2017-01-03,0.042,0.002,0.007
2017-01-04,0.006,0.002,0.004
2017-01-05,0.414,0.002,0.031
2017-01-06,0.051,0.002,0.011
2017-01-07,0.013,0.002,0.005
2017-01-08,1.902,0.002,0.123
2017-01-09,0.418,0.002,0.045
2017-01-10,1.794,0.002,0.125
2017-01-11,0.121,0.002,0.026
2017-01-12,0.145,0.002,0.020
2017-01-13,1.085,0.002,0.075
2017-01-14,0.134,0.002,0.021
2017-01-15,0.134,0.002,0.019
2017-01-16,0.162,0.002,0.031
2017-01-17,0.222,0.002,0.020
2017-01-18,0.021,0.002,0.007
2017-01-19,0.096,0.002,0.016
2017-01-20,0.067,0.002,0.013
2017-01-21,0.471,0.002,0.034
2017-01-22,0.026,0.002,0.006
2017-01-23,0.094,0.002,0.013
2017-01-24,0.056,0.002,0.008
2017-01-25,0.069,0.002,0.010
2017-01-26,0.122,0.002,0.019
2017-01-27,0.742,0.002,0.088
2017-01-28,0.334,0.002,0.029
2017-01-29,0.236,0.003,0.024
2017-01-30,0.195,0.002,0.024
2017-01-31,0.042,0.002,0.008
2017-02-01,0.046,0.002,0.009
2017-02-02,0.032,0.002,0.007
2017-02-03,0.076,0.002,0.011
2017-02-04,0.051,0.002,0.008
2017-02-05,0.404,0.003,0.033
2017-02-06,0.174,0.003,0.015
2017-02-07,0.039,0.002,0.007
2017-02-08,0.031,0.002,0.008
2017-02-09,0.038,0.002,0.009
2017-02-10,0.489,0.002,0.041
2017-02-11,0.035,0.002,0.006
2017-02-12,0.112,0.002,0.011
2017-02-13,0.047,0.002,0.008
2017-02-14,0.008,0.002,0.004
2017-02-15,0.098,0.002,0.010
2017-02-16,0.010,0.002,0.006
2017-02-17,0.097,0.002,0.011
2017-02-18,0.090,0.002,0.011
2017-02-19,0.152,0.002,0.019
2017-02-20,0.031,0.002,0.008
2017-02-21,0.061,0.002,0.010
2017-02-22,0.117,0.003,0.021
2017-02-23,0.148,0.003,0.021
2017-02-24,0.192,0.003,0.025
2017-02-25,0.016,0.002,0.006
2017-02-26,0.107,0.002,0.011
2017-02-27,0.206,0.003,0.017
2017-02-28,1.547,0.002,0.104
2017-03-01,0.037,0.002,0.007
2017-03-02,0.113,0.002,0.014
2017-03-03,0.060,0.002,0.012
2017-03-04,2.170,0.002,0.182
2017-03-05,0.140,0.002,0.019
2017-03-06,0.395,0.002,0.038
2017-03-07,1.929,0.002,0.126
2017-03-08,0.103,0.002,0.012
2017-03-09,0.102,0.002,0.012
2017-03-10,0.061,0.002,0.010
2017-03-11,0.025,0.002,0.007
2017-03-12,0.084,0.002,0.012
2017-03-13,0.230,0.002,0.020
2017-03-14,0.062,0.002,0.014
2017-03-15,0.101,0.002,0.015
2017-03-16,1.164,0.002,0.109
2017-03-17,0.036,0.002,0.011
2017-03-18,0.081,0.002,0.014
2017-03-19,0.030,0.002,0.007
2017-03-20,0.042,0.002,0.008
2017-03-21,0.157,0.002,0.015
2017-03-22,0.975,0.002,0.066
2017-03-23,0.348,0.002,0.027
2017-03-24,0.215,0.002,0.020
2017-03-25,0.156,0.002,0.022
2017-03-26,0.102,0.002,0.013
2017-03-27,0.078,0.002,0.010
2017-03-28,0.062,0.002,0.011
2017-03-29,0.170,0.002,0.019
2017-03-30,0.064,0.002,0.012
2017-03-31,0.077,0.002,0.014
2017-04-01,0.047,0.002,0.011
2017-04-02,0.029,0.002,0.006
2017-04-03,0.029,0.002,0.007
2017-04-04,0.148,0.002,0.016
2017-04-05,0.096,0.002,0.013
2017-04-06,0.059,0.002,0.009
2017-04-07,0.231,0.002,0.032
2017-04-08,0.025,0.002,0.006
2017-04-09,0.682,0.002,0.049
2017-04-10,0.052,0.002,0.007
2017-04-11,0.039,0.002,0.009
2017-04-12,0.041,0.002,0.007
2017-04-13,0.097,0.002,0.014
2017-04-14,0.038,0.002,0.007
2017-04-15,0.095,0.002,0.012
2017-04-16,0.041,0.002,0.008
2017-04-17,0.031,0.002,0.006
2017-04-18,0.044,0.002,0.008
2017-04-19,0.026,0.002,0.005
2017-04-20,0.024,0.002,0.006
2017-04-21,0.023,0.002,0.006
2017-04-22,0.181,0.002,0.017
2017-04-23,0.020,0.002,0.005
2017-04-24,0.018,0.002,0.005
2017-04-25,0.017,0.002,0.005
2017-04-26,0.016,0.002,0.005
2017-04-27,0.017,0.002,0.006
2017-04-28,0.015,0.002,0.004
2017-04-29,0.014,0.002,0.005
2017-04-30,0.013,0.002,0.004
2017-05-01,0.012,0.002,0.004
2017-05-02,0.012,0.002,0.004
2017-05-03,0.012,0.002,0.004
2017-05-04,0.012,0.002,0.004
2017-05-05,0.012,0.002,0.004
2017-05-06,0.012,0.002,0.004
2017-05-07,0.012,0.002,0.004
2017-05-08,0.330,0.002,0.024
2017-05-09,0.012,0.002,0.005
2017-05-10,0.011,0.002,0.004
2017-05-11,0.011,0.002,0.003
2017-05-12,0.011,0.002,0.003
2017-05-13,0.011,0.002,0.003
2017-05-14,0.011,0.002,0.003
2017-05-15,0.522,0.002,0.035
2017-05-16,0.020,0.002,0.004
2017-05-17,0.012,0.002,0.003
2017-05-18,0.012,0.002,0.003
2017-05-19,0.013,0.002,0.004
2017-05-20,0.020,0.002,0.005
2017-05-21,0.013,0.002,0.004
2017-05-22,0.024,0.002,0.005
2017-05-23,0.063,0.002,0.007
2017-05-24,0.012,0.002,0.003
2017-05-25,0.012,0.002,0.003
2017-05-26,0.012,0.002,0.003
2017-05-27,0.014,0.002,0.004
2017-05-28,0.153,0.002,0.013
2017-05-29,0.015,0.002,0.004
2017-05-30,0.011,0.002,0.003
2017-05-31,0.011,0.002,0.004
2017-06-01,0.011,0.002,0.003
2017-06-02,0.011,0.002,0.004
2017-06-03,0.011,0.002,0.003
2017-06-04,0.064,0.002,0.008
2017-06-05,0.010,0.002,0.003
2017-06-06,0.010,0.002,0.003
2017-06-07,0.010,0.002,0.003
