date,maximum,minimum,average
2017-01-01,20.444,0.000,3.635
2017-01-02,10.556,0.014,2.238
2017-01-03,15.432,0.034,2.733
2017-01-04,8.031,0.009,2.315
2017-01-05,5.440,0.086,1.503
2017-01-06,7.869,0.128,2.209
2017-01-07,6.836,0.280,2.007
2017-01-08,5.563,0.004,1.413
2017-01-09,4.518,0.000,1.349
2017-01-10,7.846,0.000,1.863
2017-01-11,10.156,0.093,2.122
2017-01-12,12.468,0.013,2.533
2017-01-13,7.528,0.034,2.928
2017-01-14,11.013,0.018,2.600
2017-01-15,15.562,0.085,3.392
2017-01-16,10.357,0.007,2.043
2017-01-17,10.578,0.012,2.238
2017-01-18,10.448,0.002,2.576
2017-01-19,11.452,0.001,2.135
2017-01-20,14.957,0.000,2.201
2017-01-21,2.842,0.002,0.884
2017-01-22,4.142,0.002,1.256
2017-01-23,15.129,0.035,2.523
2017-01-24,12.662,0.011,2.525
2017-01-25,3.601,0.018,0.624
2017-01-26,13.844,0.012,2.840
2017-01-27,6.148,0.000,1.935
2017-01-28,14.418,0.001,2.239
2017-01-29,3.984,0.073,1.478
2017-01-30,13.674,0.054,3.236
2017-01-31,10.690,0.072,2.271
2017-02-01,11.183,0.002,3.583
2017-02-02,11.246,0.016,2.064
2017-02-03,10.776,0.040,1.905
2017-02-04,4.067,0.014,0.858
2017-02-05,10.273,0.004,2.249
2017-02-06,10.125,0.000,2.861
2017-02-07,9.208,0.035,2.610
2017-02-08,9.752,0.077,2.367
2017-02-09,13.701,0.056,2.440
2017-02-10,17.437,0.035,2.647
2017-02-11,13.826,0.029,3.201
2017-02-12,18.181,0.006,2.672
2017-02-13,20.956,0.003,5.159
2017-02-14,31.061,0.000,3.773
2017-02-15,5.107,0.064,1.426
2017-02-16,14.521,0.019,1.978
2017-02-17,16.573,0.073,2.649
2017-02-18,14.489,0.144,2.844
2017-02-19,24.185,0.019,3.206
2017-02-20,10.200,0.041,2.801
2017-02-21,3.650,0.127,1.429
2017-02-22,6.452,0.002,1.730
2017-02-23,4.588,0.004,1.065
2017-02-24,6.595,0.004,1.669
2017-02-25,2.194,0.004,0.578
2017-02-26,9.241,0.001,1.207
2017-02-27,7.966,0.001,1.477
2017-02-28,7.522,0.000,1.918
2017-03-01,17.816,0.036,2.611
2017-03-02,6.316,0.007,1.467
2017-03-03,4.592,0.021,1.723
2017-03-04,8.510,0.001,2.304
2017-03-05,14.220,0.001,2.591
2017-03-06,11.832,0.004,2.424
2017-03-07,12.169,0.003,2.721
2017-03-08,15.114,0.001,2.114
2017-03-09,8.381,0.000,1.883
2017-03-10,5.024,0.092,1.656
2017-03-11,7.779,0.044,2.010
2017-03-12,15.907,0.003,2.897
2017-03-13,4.849,0.007,1.353
2017-03-14,12.219,0.003,2.161
2017-03-15,7.101,0.001,1.276
2017-03-16,7.785,0.005,2.095
2017-03-17,11.261,0.153,1.774
2017-03-18,5.749,0.025,1.637
2017-03-19,8.763,0.019,2.347
2017-03-20,7.398,0.011,1.362
2017-03-21,4.756,0.002,1.139
2017-03-22,10.163,0.011,2.470
2017-03-23,19.026,0.017,2.358
2017-03-24,21.723,0.017,2.705
2017-03-25,22.385,0.002,2.747
2017-03-26,5.450,0.017,1.528
2017-03-27,4.847,0.051,1.255
2017-03-28,7.023,0.006,1.636
2017-03-29,6.474,0.080,1.691
2017-03-30,14.317,0.008,3.024
2017-03-31,32.923,0.000,4.060
2017-04-01,34.227,0.010,4.157
2017-04-02,6.545,0.100,1.814
2017-04-03,8.183,0.023,1.846
2017-04-04,21.562,0.053,2.767
2017-04-05,32.498,0.146,3.863
2017-04-06,11.768,0.007,2.482
2017-04-07,9.857,0.001,2.007
2017-04-08,10.493,0.008,1.956
2017-04-09,7.840,0.003,1.986
2017-04-10,5.794,0.000,1.091
2017-04-11,8.310,0.005,1.910
2017-04-12,4.907,0.000,1.704
2017-04-13,7.968,0.072,2.167
2017-04-14,4.762,0.019,1.293
2017-04-15,8.002,0.005,1.767
2017-04-16,8.645,0.000,1.436
2017-04-17,2.340,0.000,0.914
2017-04-18,9.733,0.000,1.551
2017-04-19,3.447,0.002,1.046
2017-04-20,5.374,0.001,0.935
2017-04-21,4.103,0.000,1.026
2017-04-22,6.218,0.000,0.912
2017-04-23,7.942,0.004,1.247
2017-04-24,5.691,0.000,0.978
2017-04-25,4.101,0.000,0.643
2017-04-26,5.814,0.004,0.589
2017-04-27,6.985,0.000,0.686
2017-04-28,4.659,0.000,0.470
2017-04-29,3.737,0.000,0.546
2017-04-30,1.324,0.000,0.314
2017-05-01,2.635,0.000,0.616
2017-05-02,2.435,0.000,0.532
2017-05-03,2.183,0.000,0.303
2017-05-04,0.780,0.000,0.206
2017-05-05,2.603,0.000,0.566
2017-05-06,1.072,0.000,0.132
2017-05-07,1.409,0.000,0.151
2017-05-08,4.211,0.000,0.381
2017-05-09,7.286,0.000,0.578
2017-05-10,0.238,0.000,0.027
2017-05-11,0.407,0.000,0.068
2017-05-12,0.882,0.000,0.129
2017-05-13,0.293,0.000,0.050
2017-05-14,0.253,0.000,0.039
2017-05-15,2.873,0.000,0.183
2017-05-16,0.180,0.000,0.019
2017-05-17,1.454,0.000,0.104
2017-05-18,0.696,0.000,0.047
2017-05-19,0.135,0.000,0.017
2017-05-20,0.189,0.000,0.033
2017-05-21,3.667,0.000,0.473
2017-05-22,2.548,0.000,0.180
2017-05-23,2.679,0.000,0.359
2017-05-24,3.304,0.000,0.483
2017-05-25,0.153,0.000,0.034
2017-05-26,1.652,0.000,0.118
2017-05-27,1.302,0.000,0.092
2017-05-28,0.442,0.000,0.060
2017-05-29,0.834,0.000,0.105
2017-05-30,0.091,0.000,0.016
2017-05-31,4.767,0.000,0.418
2017-06-01,0.162,0.000,0.020
2017-06-02,0.385,0.000,0.037
2017-06-03,0.282,0.000,0.034
2017-06-04,0.239,0.000,0.022
2017-06-05,0.600,0.000,0.042
2017-06-06,0.171,0.000,0.014
2017-06-07,0.558,0.000,0.035
2017-06-08,1.633,0.000,0.105
2017-06-09,0.614,0.000,0.041
2017-06-10,0.541,0.000,0.037
2017-06-11,0.805,0.000,0.053
2017-06-12,3.083,0.000,0.201
2017-06-13,0.054,0.000,0.005
2017-06-14,0.093,0.000,0.007
2017-06-15,0.002,0.000,0.000
2017-06-16,0.005,0.000,0.000
2017-06-17,0.136,0.000,0.009
2017-06-18,0.178,0.000,0.027
2017-06-19,0.810,0.000,0.064
2017-06-20,0.743,0.000,0.112
2017-06-21,1.478,0.000,0.111
2017-06-22,0.450,0.000,0.042
2017-06-23,0.454,0.000,0.032
2017-06-24,0.073,0.000,0.007
2017-06-25,0.022,0.000,0.003
2017-06-26,0.271,0.000,0.017
2017-06-27,0.270,0.000,0.026
2017-06-28,0.190,0.000,0.013
2017-06-29,0.010,0.000,0.001
2017-06-30,0.058,0.000,0.004
2017-07-01,1.762,0.000,0.113
2017-07-02,5.013,0.000,0.315
2017-07-03,0.283,0.000,0.026
2017-07-04,1.907,0.000,0.120
2017-07-05,0.087,0.000,0.009
2017-07-06,0.107,0.000,0.007
2017-07-07,0.014,0.000,0.001
2017-07-08,0.003,0.000,0.000
2017-07-09,0.005,0.000,0.000
2017-07-10,0.017,0.000,0.002
2017-07-11,0.440,0.000,0.042
2017-07-12,0.020,0.000,0.002
2017-07-13,0.161,0.000,0.011
2017-07-14,0.621,0.000,0.045
2017-07-15,0.123,0.000,0.013
2017-07-16,0.213,0.000,0.014
2017-07-17,0.017,0.000,0.002
2017-07-18,0.277,0.000,0.021
2017-07-19,1.218,0.000,0.086
2017-07-20,0.089,0.000,0.011
2017-07-21,0.193,0.000,0.016
2017-07-22,0.070,0.000,0.006
2017-07-23,0.230,0.000,0.015
2017-07-24,0.004,0.000,0.001
